Neighborhood,Date,Rent,permits_trailing6,employment_growth,median_income,renter_rate,covid,month,rent_lag1,rent_lag12,rent_yoy_growth
Koreatown,2025-12-31,2479.592133241318,168.0,-0.0110437965417098,53314.86,0.8997,0,12,2488.142531044599,2398.5470187008136,3.378925403947397
Leimert Park,2019-01-31,1575.4742154487226,0.0,,43364.0,0.6698,0,1,,,
Leimert Park,2019-02-28,1574.322740210893,0.0,0.8200448182910547,43364.0,0.6698,0,2,1575.4742154487226,,
Leimert Park,2019-03-31,1632.5340347240583,0.0,0.1562323835907708,43364.0,0.6698,0,3,1574.322740210893,,
Leimert Park,2019-04-30,1640.785183078736,0.0,-0.0675414897722825,43364.0,0.6698,0,4,1632.5340347240583,,
Leimert Park,2019-05-31,1658.580792028642,0.0,0.1914968942100525,43364.0,0.6698,0,5,1640.785183078736,,
Leimert Park,2019-06-30,1643.1635367686554,0.0,0.1204606414930697,43364.0,0.6698,0,6,1658.580792028642,,
Leimert Park,2019-07-31,1653.534854936378,0.0,-0.9737551334702332,43364.0,0.6698,0,7,1643.1635367686554,,
Leimert Park,2019-08-31,1668.6605367651002,0.0,0.4260558246529156,43364.0,0.6698,0,8,1653.534854936378,,
Leimert Park,2019-09-30,1694.0665819925366,0.0,0.6049167634533559,43364.0,0.6698,0,9,1668.6605367651002,,
Leimert Park,2019-10-31,1665.994320606095,0.0,0.8626356887456499,43364.0,0.6698,0,10,1694.0665819925366,,
Leimert Park,2019-11-30,1668.095868660454,0.0,0.902948891185118,43364.0,0.6698,0,11,1665.994320606095,,
Leimert Park,2019-12-31,1670.249676587031,0.0,0.004726419107337,43364.0,0.6698,0,12,1668.095868660454,,
Leimert Park,2020-01-31,1685.8234399962616,36.0,-1.435188102589957,47230.0,0.653,0,1,1670.249676587031,1575.4742154487226,7.004191085165412
Leimert Park,2020-02-29,1708.8269261128414,81.0,0.7975705266522803,47230.0,0.653,0,2,1685.8234399962616,1574.322740210893,8.543622121848449
Leimert Park,2020-03-31,1706.9482145903928,116.0,-1.2907522516808267,47230.0,0.653,1,3,1708.8269261128414,1632.5340347240583,4.558200826662251
Leimert Park,2020-04-30,1729.9371587280484,129.0,-15.616064257028118,47230.0,0.653,1,4,1706.9482145903928,1640.785183078736,5.433494681005668
Leimert Park,2020-05-31,1696.0301898322386,150.0,0.8776104627919779,47230.0,0.653,1,5,1729.9371587280484,1658.580792028642,2.2579182143904752
Leimert Park,2020-06-30,1714.4171999942812,174.0,3.093036421966411,47230.0,0.653,1,6,1696.0301898322386,1643.1635367686554,4.3363707647595895
Leimert Park,2020-07-31,1719.7638602989148,170.0,-0.5711252265280353,47230.0,0.653,1,7,1714.4171999942812,1653.534854936378,4.005298416590386
Leimert Park,2020-08-31,1745.2865911781948,151.0,0.5744058029714338,47230.0,0.653,1,8,1719.7638602989148,1668.6605367651002,4.592069670542065
Leimert Park,2020-09-30,1749.9390771189724,152.0,1.3985245931648072,47230.0,0.653,1,9,1745.2865911781948,1694.0665819925366,3.298128640299325
Leimert Park,2020-10-31,1747.133597529583,185.0,2.83790370624446,47230.0,0.653,1,10,1749.9390771189724,1665.994320606095,4.870321340229378
Leimert Park,2020-11-30,1760.1810242720082,210.0,1.1357851312209233,47230.0,0.653,1,11,1747.133597529583,1668.095868660454,5.520375497692598
Leimert Park,2020-12-31,1777.0982391043565,223.0,-0.7984447684510121,47230.0,0.653,1,12,1760.1810242720082,1670.249676587031,6.397161096037962
Leimert Park,2021-01-31,1797.3574733269877,221.0,-2.9640257558790517,49379.0,0.6672,1,1,1777.0982391043565,1685.8234399962616,6.6159973034289665
Leimert Park,2021-02-28,1775.9762443168593,232.0,2.232319953838946,49379.0,0.6672,1,2,1797.3574733269877,1708.8269261128414,3.929556421302771
Leimert Park,2021-03-31,1733.2191739914854,241.0,0.9489205587695616,49379.0,0.6672,1,3,1775.9762443168593,1706.9482145903928,1.5390601294484219
Leimert Park,2021-04-30,1737.2686597531158,240.0,1.450186951811849,49379.0,0.6672,1,4,1733.2191739914854,1729.9371587280484,0.42380158077290897
Leimert Park,2021-05-31,1744.4179367102074,221.0,0.9334527418021654,49379.0,0.6672,1,5,1737.2686597531158,1696.0301898322386,2.8530003279455096
Leimert Park,2021-06-30,1783.0619961346297,221.0,0.0238883390778932,49379.0,0.6672,1,6,1744.4179367102074,1714.4171999942812,4.003972670163214
Leimert Park,2021-07-31,1780.2063164625165,210.0,0.4861821903787033,49379.0,0.6672,0,7,1783.0619961346297,1719.7638602989148,3.514578806947144
Leimert Park,2021-08-31,1805.3709972894792,202.0,1.0474492827434068,49379.0,0.6672,0,8,1780.2063164625165,1745.2865911781948,3.442667033310731
Leimert Park,2021-09-30,1827.082186919639,201.0,-0.0151204596619658,49379.0,0.6672,0,9,1805.3709972894792,1749.9390771189724,4.408331170458335
Leimert Park,2021-10-31,1868.2769312810815,194.0,2.619595718582479,49379.0,0.6672,0,10,1827.082186919639,1747.133597529583,6.933833447126947
Leimert Park,2021-11-30,1885.9939043740717,196.0,0.9758973015457252,49379.0,0.6672,0,11,1868.2769312810815,1760.1810242720082,7.147723919708682
Leimert Park,2021-12-31,1873.2042368867956,200.0,0.1962119737951573,49379.0,0.6672,0,12,1885.9939043740717,1777.0982391043565,5.408029543199344
Leimert Park,2022-01-31,1865.7875551969555,210.0,-2.264157050607707,57880.0,0.6848,0,1,1873.2042368867956,1797.3574733269877,3.8072605414047445
Leimert Park,2022-02-28,1862.5112852142336,212.0,1.5731081304851902,57880.0,0.6848,0,2,1865.7875551969555,1775.9762443168593,4.8725336937522234
Leimert Park,2022-03-31,1882.3739490780183,214.0,0.283664819041407,57880.0,0.6848,0,3,1862.5112852142336,1733.2191739914854,8.605649956147188
Leimert Park,2022-04-30,1894.2060346579033,221.0,0.6047403843027821,57880.0,0.6848,0,4,1882.3739490780183,1737.2686597531158,9.033569679838127
Leimert Park,2022-05-31,1944.1162941447749,231.0,0.252076398539236,57880.0,0.6848,0,5,1894.2060346579033,1744.4179367102074,11.447850496835521
Leimert Park,2022-06-30,1971.0752056354863,254.0,-0.1128267947519412,57880.0,0.6848,0,6,1944.1162941447749,1783.0619961346297,10.544401143002148
Leimert Park,2022-07-31,2007.8292951856852,270.0,-0.4437487897760328,57880.0,0.6848,0,7,1971.0752056354863,1780.2063164625165,12.786325754392491
Leimert Park,2022-08-31,2004.293408519213,292.0,0.3338898163605996,57880.0,0.6848,0,8,2007.8292951856852,1805.3709972894792,11.018367500551918
Leimert Park,2022-09-30,2047.8618124192344,291.0,0.4539359966398981,57880.0,0.6848,0,9,2004.293408519213,1827.082186919639,12.0837271076359
Leimert Park,2022-10-31,2048.9268294992553,286.0,0.8603499292422434,57880.0,0.6848,0,10,2047.8618124192344,1868.2769312810815,9.669331949321979
Leimert Park,2022-11-30,2097.565286599867,282.0,0.534128414037216,57880.0,0.6848,0,11,2048.9268294992553,1885.9939043740717,11.218031072905932
Leimert Park,2022-12-31,2094.1172913334535,258.0,0.0301329019570584,57880.0,0.6848,0,12,2097.565286599867,1873.2042368867956,11.793324512964398
Leimert Park,2023-01-31,2103.819445730027,252.0,-2.199039208536135,61822.0,0.6964,0,1,2094.1172913334535,1865.7875551969555,12.757716700921208
Leimert Park,2023-02-28,2075.906442165006,241.0,0.5495574360470767,61822.0,0.6964,0,2,2103.819445730027,1862.5112852142336,11.457388668988756
Leimert Park,2023-03-31,2065.347929599052,229.0,0.0225715437323525,61822.0,0.6964,0,3,2075.906442165006,1882.3739490780183,9.720384231340095
Leimert Park,2023-04-30,2065.12395011052,232.0,0.1144441399764772,61822.0,0.6964,0,4,2065.347929599052,1894.2060346579033,9.023195593582024
Leimert Park,2023-05-31,2051.285725448517,244.0,0.4685235871840332,61822.0,0.6964,0,5,2065.12395011052,1944.1162941447749,5.512501059042174
Leimert Park,2023-06-30,2075.496760443095,246.0,-0.3124949920674358,61822.0,0.6964,0,6,2051.285725448517,1971.0752056354863,5.297695111229528
Leimert Park,2023-07-31,2081.548888966023,259.0,-0.8938044561617953,61822.0,0.6964,0,7,2075.496760443095,2007.8292951856852,3.671606642910352
Leimert Park,2023-08-31,2102.9295995881484,259.0,0.2789943227899494,61822.0,0.6964,0,8,2081.548888966023,2004.293408519213,4.921245095637405
Leimert Park,2023-09-30,2094.2575851380952,268.0,0.53217301284334,61822.0,0.6964,0,9,2102.9295995881484,2047.8618124192344,2.2655714578734942
Leimert Park,2023-10-31,2094.9439031262964,280.0,0.859197760293462,61822.0,0.6964,0,10,2094.2575851380952,2048.9268294992553,2.24591102837417
Leimert Park,2023-11-30,2123.325714392182,280.0,0.5695142378559392,61822.0,0.6964,0,11,2094.9439031262964,2097.565286599867,1.2281108939437457
Leimert Park,2023-12-31,2140.438097179246,290.0,0.420354684178803,61822.0,0.6964,0,12,2123.325714392182,2094.1172913334535,2.2119489695010097
Leimert Park,2024-01-31,2219.4051997706124,285.0,-1.123098551502988,61822.0,0.6964,0,1,2140.438097179246,2103.819445730027,5.49409096275737
Leimert Park,2024-02-29,2225.354070100533,292.0,0.2044859096427709,61822.0,0.6964,0,2,2219.4051997706124,2075.906442165006,7.199150448209268
Leimert Park,2024-03-31,2230.4049117866875,298.0,0.1004400229577262,61822.0,0.6964,0,3,2225.354070100533,2065.347929599052,7.991727680462946
Leimert Park,2024-04-30,2172.1693180293505,282.0,-0.0525586506760933,61822.0,0.6964,0,4,2230.4049117866875,2065.12395011052,5.18348392178114
Leimert Park,2024-05-31,2163.305515801167,292.0,0.1099531503967909,61822.0,0.6964,0,5,2172.1693180293505,2051.285725448517,5.460954998268552
Leimert Park,2024-06-30,2193.1190206830324,278.0,-0.6287506168123125,61822.0,0.6964,0,6,2163.305515801167,2075.496760443095,5.66718592298967
Leimert Park,2024-07-31,2217.3226499336915,270.0,-0.2899340039725806,61822.0,0.6964,0,7,2193.1190206830324,2081.548888966023,6.522727459700084
Leimert Park,2024-08-31,2224.115799105799,265.0,0.2811380468135116,61822.0,0.6964,0,8,2217.3226499336915,2102.9295995881484,5.762732121007974
Leimert Park,2024-09-30,2213.7347685216537,265.0,0.437345807567846,61822.0,0.6964,0,9,2224.115799105799,2094.2575851380952,5.704989884311673
Leimert Park,2024-10-31,2203.594522359607,287.0,1.4371161974639168,61822.0,0.6964,0,10,2213.7347685216537,2094.9439031262964,5.186325947495329
Leimert Park,2024-11-30,2228.8350594136173,263.0,0.5173281338448854,61822.0,0.6964,0,11,2203.594522359607,2123.325714392182,4.969060766620914
Leimert Park,2024-12-31,2206.8297665465634,270.0,-0.5756746186937889,61822.0,0.6964,0,12,2228.8350594136173,2140.438097179246,3.1017794653725783
Leimert Park,2025-01-31,2219.75669946754,267.0,-2.0957565649731724,61822.0,0.6964,0,1,2206.8297665465634,2219.4051997706124,0.015837563008491706
Leimert Park,2025-02-28,2186.9369412185415,255.0,0.6219365206910465,61822.0,0.6964,0,2,2219.75669946754,2225.354070100533,-1.726337817345902
Leimert Park,2025-03-31,2198.2329205625706,252.0,0.0734683447262574,61822.0,0.6964,0,3,2186.9369412185415,2230.4049117866875,-1.4424282808068845
Leimert Park,2025-04-30,2214.3919526316886,234.0,0.7261642567589099,61822.0,0.6964,0,4,2198.2329205625706,2172.1693180293505,1.943800340603441
Leimert Park,2025-05-31,2245.1974256760836,242.0,0.1980574525058287,61822.0,0.6964,0,5,2214.3919526316886,2163.305515801167,3.7854990558089607
Leimert Park,2025-06-30,2288.47236444778,237.0,-0.814383756602044,61822.0,0.6964,0,6,2245.1974256760836,2193.1190206830324,4.347841720649082
Leimert Park,2025-07-31,2279.88341430272,234.0,-0.787589879310624,61822.0,0.6964,0,7,2288.47236444778,2217.3226499336915,2.8214551621929873
Leimert Park,2025-08-31,2264.5067546703895,232.0,0.4499509874817287,61822.0,0.6964,0,8,2279.88341430272,2224.115799105799,1.8160455305802792
Leimert Park,2025-09-30,2253.937441888598,233.0,0.0159976963317376,61822.0,0.6964,0,9,2264.5067546703895,2213.7347685216537,1.8160564643338928
Leimert Park,2025-10-31,2266.5637478732106,244.0,1.0332858810921497,61822.0,0.6964,0,10,2253.937441888598,2203.594522359607,2.857568616851358
Leimert Park,2025-11-30,2263.00370278958,238.0,0.3467109950130442,61822.0,0.6964,0,11,2266.5637478732106,2228.8350594136173,1.5330270058185658
Leimert Park,2025-12-31,2216.762412446216,230.0,-0.0110437965417098,61822.0,0.6964,0,12,2263.00370278958,2206.8297665465634,0.45008663786496594
Los Feliz,2019-01-31,2196.0982031729272,0.0,,66947.0,0.8082,0,1,,,
Los Feliz,2019-02-28,2209.5756932434556,0.0,0.8200448182910547,66947.0,0.8082,0,2,2196.0982031729272,,
Los Feliz,2019-03-31,2203.177248336825,0.0,0.1562323835907708,66947.0,0.8082,0,3,2209.5756932434556,,
Los Feliz,2019-04-30,2190.0842414545764,0.0,-0.0675414897722825,66947.0,0.8082,0,4,2203.177248336825,,
Los Feliz,2019-05-31,2197.465036064028,0.0,0.1914968942100525,66947.0,0.8082,0,5,2190.0842414545764,,
Los Feliz,2019-06-30,2232.4407378585393,0.0,0.1204606414930697,66947.0,0.8082,0,6,2197.465036064028,,
Los Feliz,2019-07-31,2247.2535048153804,0.0,-0.9737551334702332,66947.0,0.8082,0,7,2232.4407378585393,,
Los Feliz,2019-08-31,2241.3320910451525,0.0,0.4260558246529156,66947.0,0.8082,0,8,2247.2535048153804,,
Los Feliz,2019-09-30,2237.021977762185,0.0,0.6049167634533559,66947.0,0.8082,0,9,2241.3320910451525,,
Los Feliz,2019-10-31,2221.380501521458,0.0,0.8626356887456499,66947.0,0.8082,0,10,2237.021977762185,,
Los Feliz,2019-11-30,2219.0799267267976,0.0,0.902948891185118,66947.0,0.8082,0,11,2221.380501521458,,
Los Feliz,2019-12-31,2223.636711086735,0.0,0.004726419107337,66947.0,0.8082,0,12,2219.0799267267976,,
Los Feliz,2020-01-31,2260.64127385863,59.0,-1.435188102589957,71651.0,0.8043,0,1,2223.636711086735,2196.0982031729272,2.9389883654770355
Los Feliz,2020-02-29,2286.490661045879,108.0,0.7975705266522803,71651.0,0.8043,0,2,2260.64127385863,2209.5756932434556,3.480983613171418
Los Feliz,2020-03-31,2261.5048091946032,150.0,-1.2907522516808267,71651.0,0.8043,1,3,2286.490661045879,2203.177248336825,2.647429338779239
Los Feliz,2020-04-30,2247.432225478008,171.0,-15.616064257028118,71651.0,0.8043,1,4,2261.5048091946032,2190.0842414545764,2.6185286820448184
Los Feliz,2020-05-31,2237.8115352643795,199.0,0.8776104627919779,71651.0,0.8043,1,5,2247.432225478008,2197.465036064028,1.8360473790571818
Los Feliz,2020-06-30,2241.7397150073,229.0,3.093036421966411,71651.0,0.8043,1,6,2237.8115352643795,2232.4407378585393,0.41653858895627227
