Neighborhood,Date,Rent,permits_trailing6,employment_growth,median_income,renter_rate,covid,month,rent_lag1,rent_lag12,rent_yoy_growth
Exposition Park,2022-12-31,2281.231320164438,182.0,0.0301329019570584,52238.0,0.7487,0,12,2227.325296533793,2114.129695292431,7.904038491304255
Exposition Park,2023-01-31,2253.2147001708595,173.0,-2.199039208536135,56417.0,0.7701,0,1,2281.231320164438,2114.129695292431,6.578830295422833
Exposition Park,2023-02-28,2227.921152193115,178.0,0.5495574360470767,56417.0,0.7701,0,2,2253.2147001708595,2114.129695292431,5.382425550999348
Exposition Park,2023-03-31,2203.292470012878,191.0,0.0225715437323525,56417.0,0.7701,0,3,2227.921152193115,2114.129695292431,4.217469482548175
Exposition Park,2023-04-30,2252.048212409911,200.0,0.1144441399764772,56417.0,0.7701,0,4,2203.292470012878,2114.129695292431,6.523654505425358
Exposition Park,2023-05-31,2251.043465987283,192.0,0.4685235871840332,56417.0,0.7701,0,5,2252.048212409911,2114.129695292431,6.4761292081427335
Exposition Park,2023-06-30,2278.9931325805665,196.0,-0.3124949920674358,56417.0,0.7701,0,6,2251.043465987283,2114.129695292431,7.798170455447462
Exposition Park,2023-07-31,2284.222135845565,192.0,-0.8938044561617953,56417.0,0.7701,0,7,2278.9931325805665,2128.3496975988896,7.3236291208406135
Exposition Park,2023-08-31,2329.6743790920027,202.0,0.2789943227899494,56417.0,0.7701,0,8,2284.222135845565,2131.2401989254317,9.3107374882766
Exposition Park,2023-09-30,2328.234603325542,194.0,0.53217301284334,56417.0,0.7701,0,9,2329.6743790920027,2160.0479923398284,7.786244175229129
Exposition Park,2023-10-31,2345.502811554959,212.0,0.859197760293462,56417.0,0.7701,0,10,2328.234603325542,2181.811920318474,7.5025207128115445
Exposition Park,2023-11-30,2358.843332463292,223.0,0.5695142378559392,56417.0,0.7701,0,11,2345.502811554959,2227.325296533793,5.904752042019634
Exposition Park,2023-12-31,2375.1750233052653,207.0,0.420354684178803,56417.0,0.7701,0,12,2358.843332463292,2281.231320164438,4.118113858530381
Exposition Park,2024-01-31,2371.139941908846,205.0,-1.123098551502988,56417.0,0.7701,0,1,2375.1750233052653,2253.2147001708595,5.2336442563171826
Exposition Park,2024-02-29,2369.387873357645,184.0,0.2044859096427709,56417.0,0.7701,0,2,2371.139941908846,2227.921152193115,6.34971848197019
Exposition Park,2024-03-31,2342.4549761126664,191.0,0.1004400229577262,56417.0,0.7701,0,3,2369.387873357645,2203.292470012878,6.316115903531183
Exposition Park,2024-04-30,2390.6079546742253,171.0,-0.0525586506760933,56417.0,0.7701,0,4,2342.4549761126664,2252.048212409911,6.152609944173526
Exposition Park,2024-05-31,2432.878577977486,169.0,0.1099531503967909,56417.0,0.7701,0,5,2390.6079546742253,2251.043465987283,8.077814344222457
Exposition Park,2024-06-30,2488.2808114224354,174.0,-0.6287506168123125,56417.0,0.7701,0,6,2432.878577977486,2278.9931325805665,9.183339600715978
Exposition Park,2024-07-31,2431.8420193924735,165.0,-0.2899340039725806,56417.0,0.7701,0,7,2488.2808114224354,2284.222135845565,6.46258878374204
Exposition Park,2024-08-31,2381.64440596149,185.0,0.2811380468135116,56417.0,0.7701,0,8,2431.8420193924735,2329.6743790920027,2.230785011669445
Exposition Park,2024-09-30,2381.2364756802726,185.0,0.437345807567846,56417.0,0.7701,0,9,2381.64440596149,2328.234603325542,2.276483318262912
Exposition Park,2024-10-31,2431.7851338024375,200.0,1.4371161974639168,56417.0,0.7701,0,10,2381.2364756802726,2345.502811554959,3.6786279608114203
Exposition Park,2024-11-30,2468.3386317255745,193.0,0.5173281338448854,56417.0,0.7701,0,11,2431.7851338024375,2358.843332463292,4.641906385022132
Exposition Park,2024-12-31,2478.859821737707,201.0,-0.5756746186937889,56417.0,0.7701,0,12,2468.3386317255745,2375.1750233052653,4.365354022970291
Exposition Park,2025-01-31,2505.948313636728,220.0,-2.0957565649731724,56417.0,0.7701,0,1,2478.859821737707,2371.139941908846,5.685382349021406
Exposition Park,2025-02-28,2487.8926034185997,209.0,0.6219365206910465,56417.0,0.7701,0,2,2505.948313636728,2369.387873357645,5.0014913722430165
Exposition Park,2025-03-31,2478.2333138681397,196.0,0.0734683447262574,56417.0,0.7701,0,3,2487.8926034185997,2342.4549761126664,5.796411847402894
Exposition Park,2025-04-30,2452.814931080659,184.0,0.7261642567589099,56417.0,0.7701,0,4,2478.2333138681397,2390.6079546742253,2.6021404423424377
Exposition Park,2025-05-31,2416.3835008311803,183.0,0.1980574525058287,56417.0,0.7701,0,5,2452.814931080659,2432.878577977486,-0.6780065925040435
Exposition Park,2025-06-30,2374.0580627844615,171.0,-0.814383756602044,56417.0,0.7701,0,6,2416.3835008311803,2488.2808114224354,-4.590428383871914
Exposition Park,2025-07-31,2381.6233483815786,172.0,-0.787589879310624,56417.0,0.7701,0,7,2374.0580627844615,2431.8420193924735,-2.065046602963161
Exposition Park,2025-08-31,2439.648970139649,167.0,0.4499509874817287,56417.0,0.7701,0,8,2381.6233483815786,2381.64440596149,2.4354838208830776
Exposition Park,2025-09-30,2546.3285481170465,185.0,0.0159976963317376,56417.0,0.7701,0,9,2439.648970139649,2381.2364756802726,6.933039793521978
Exposition Park,2025-10-31,2486.775174345397,188.0,1.0332858810921497,56417.0,0.7701,0,10,2546.3285481170465,2431.7851338024375,2.261303425972283
Exposition Park,2025-11-30,2438.6048916619666,183.0,0.3467109950130442,56417.0,0.7701,0,11,2486.775174345397,2468.3386317255745,-1.2046053844249727
Exposition Park,2025-12-31,2412.408500351529,186.0,-0.0110437965417098,56417.0,0.7701,0,12,2438.6048916619666,2478.859821737707,-2.680721225276672
Glassell Park,2019-01-31,2215.834817264042,0.0,,67479.0,0.5145,0,1,,,
Glassell Park,2019-02-28,2215.834817264042,0.0,0.8200448182910547,67479.0,0.5145,0,2,2215.834817264042,,
Glassell Park,2019-03-31,2215.834817264042,0.0,0.1562323835907708,67479.0,0.5145,0,3,2215.834817264042,,
Glassell Park,2019-04-30,2215.834817264042,0.0,-0.0675414897722825,67479.0,0.5145,0,4,2215.834817264042,,
Glassell Park,2019-05-31,2215.834817264042,0.0,0.1914968942100525,67479.0,0.5145,0,5,2215.834817264042,,
Glassell Park,2019-06-30,2215.834817264042,0.0,0.1204606414930697,67479.0,0.5145,0,6,2215.834817264042,,
Glassell Park,2019-07-31,2215.834817264042,0.0,-0.9737551334702332,67479.0,0.5145,0,7,2215.834817264042,,
Glassell Park,2019-08-31,2215.834817264042,0.0,0.4260558246529156,67479.0,0.5145,0,8,2215.834817264042,,
Glassell Park,2019-09-30,2215.834817264042,0.0,0.6049167634533559,67479.0,0.5145,0,9,2215.834817264042,,
Glassell Park,2019-10-31,2215.834817264042,0.0,0.8626356887456499,67479.0,0.5145,0,10,2215.834817264042,,
Glassell Park,2019-11-30,2187.222111940407,0.0,0.902948891185118,67479.0,0.5145,0,11,2215.834817264042,,
Glassell Park,2019-12-31,2203.9659554982018,0.0,0.004726419107337,67479.0,0.5145,0,12,2187.222111940407,,
Glassell Park,2020-01-31,2152.5707262822043,65.0,-1.435188102589957,76080.0,0.5348,0,1,2203.9659554982018,2215.834817264042,-2.8550905730397313
Glassell Park,2020-02-29,2180.87694641564,127.0,0.7975705266522803,76080.0,0.5348,0,2,2152.5707262822043,2215.834817264042,-1.5776388463633717
Glassell Park,2020-03-31,2165.4441704981127,214.0,-1.2907522516808267,76080.0,0.5348,1,3,2180.87694641564,2215.834817264042,-2.274115668430021
Glassell Park,2020-04-30,2206.651877311052,239.0,-15.616064257028118,76080.0,0.5348,1,4,2165.4441704981127,2215.834817264042,-0.41442348867541945
Glassell Park,2020-05-31,2203.4827468150856,267.0,0.8776104627919779,76080.0,0.5348,1,5,2206.651877311052,2215.834817264042,-0.5574454536375617
Glassell Park,2020-06-30,2239.451464855905,307.0,3.093036421966411,76080.0,0.5348,1,6,2203.4827468150856,2215.834817264042,1.0658126412610214
Glassell Park,2020-07-31,2275.8774284678984,320.0,-0.5711252265280353,76080.0,0.5348,1,7,2239.451464855905,2215.834817264042,2.709706099753073
Glassell Park,2020-08-31,2290.606939361992,302.0,0.5744058029714338,76080.0,0.5348,1,8,2275.8774284678984,2215.834817264042,3.3744447697718227
Glassell Park,2020-09-30,2292.6753048890487,278.0,1.3985245931648072,76080.0,0.5348,1,9,2290.606939361992,2215.834817264042,3.4677895223202526
Glassell Park,2020-10-31,2257.929671892893,333.0,2.83790370624446,76080.0,0.5348,1,10,2292.6753048890487,2215.834817264042,1.899728910335785
Glassell Park,2020-11-30,2253.3069214937905,358.0,1.1357851312209233,76080.0,0.5348,1,11,2257.929671892893,2187.222111940407,3.0214036879298023
Glassell Park,2020-12-31,2232.694532501519,367.0,-0.7984447684510121,76080.0,0.5348,1,12,2253.3069214937905,2203.9659554982018,1.3034945903610096
Glassell Park,2021-01-31,2213.624106933137,335.0,-2.9640257558790517,80386.0,0.533,1,1,2232.694532501519,2152.5707262822043,2.8363007963218445
Glassell Park,2021-02-28,2203.556992356804,335.0,2.232319953838946,80386.0,0.533,1,2,2213.624106933137,2180.87694641564,1.0399507399277974
Glassell Park,2021-03-31,2204.0488888260734,329.0,0.9489205587695616,80386.0,0.533,1,3,2203.556992356804,2165.4441704981127,1.7827621166091046
Glassell Park,2021-04-30,2240.4871905141677,297.0,1.450186951811849,80386.0,0.533,1,4,2204.0488888260734,2206.651877311052,1.5333326271811387
Glassell Park,2021-05-31,2276.1195827227184,284.0,0.9334527418021654,80386.0,0.533,1,5,2240.4871905141677,2203.4827468150856,3.29645584984144
Glassell Park,2021-06-30,2329.4933574096303,283.0,0.0238883390778932,80386.0,0.533,1,6,2276.1195827227184,2239.451464855905,4.020711945169064
Glassell Park,2021-07-31,2346.0517386421475,282.0,0.4861821903787033,80386.0,0.533,0,7,2329.4933574096303,2275.8774284678984,3.0833958497268332
Glassell Park,2021-08-31,2377.7574332663435,288.0,1.0474492827434068,80386.0,0.533,0,8,2346.0517386421475,2290.606939361992,3.8046900324429256
Glassell Park,2021-09-30,2361.961943022646,288.0,-0.0151204596619658,80386.0,0.533,0,9,2377.7574332663435,2292.6753048890487,3.0220868164735792
Glassell Park,2021-10-31,2374.8977618763843,293.0,2.619595718582479,80386.0,0.533,0,10,2361.961943022646,2257.929671892893,5.180324765626243
Glassell Park,2021-11-30,2387.5160648693027,293.0,0.9758973015457252,80386.0,0.533,0,11,2374.8977618763843,2253.3069214937905,5.956096885662632
Glassell Park,2021-12-31,2424.065658729165,283.0,0.1962119737951573,80386.0,0.533,0,12,2387.5160648693027,2232.694532501519,8.571308051407867
Glassell Park,2022-01-31,2429.8887230765363,293.0,-2.264157050607707,88329.0,0.5244,0,1,2424.065658729165,2213.624106933137,9.769708211346796
Glassell Park,2022-02-28,2486.659375638248,290.0,1.5731081304851902,88329.0,0.5244,0,2,2429.8887230765363,2203.556992356804,12.847518092947219
Glassell Park,2022-03-31,2551.7649175727897,300.0,0.283664819041407,88329.0,0.5244,0,3,2486.659375638248,2204.0488888260734,15.776239379695323
Glassell Park,2022-04-30,2627.9216960735102,326.0,0.6047403843027821,88329.0,0.5244,0,4,2551.7649175727897,2240.4871905141677,17.292422255287732
Glassell Park,2022-05-31,2611.565685611248,351.0,0.252076398539236,88329.0,0.5244,0,5,2627.9216960735102,2276.1195827227184,14.737630897550025
Glassell Park,2022-06-30,2544.246743148225,379.0,-0.1128267947519412,88329.0,0.5244,0,6,2611.565685611248,2329.4933574096303,9.218888092361777
Glassell Park,2022-07-31,2551.9795341024756,380.0,-0.4437487897760328,88329.0,0.5244,0,7,2544.246743148225,2346.0517386421475,8.77763231170321
Glassell Park,2022-08-31,2589.288338634912,390.0,0.3338898163605996,88329.0,0.5244,0,8,2551.9795341024756,2377.7574332663435,8.896235688683651
Glassell Park,2022-09-30,2630.0816608799623,374.0,0.4539359966398981,88329.0,0.5244,0,9,2589.288338634912,2361.961943022646,11.351568074555773
Glassell Park,2022-10-31,2643.2582831817213,352.0,0.8603499292422434,88329.0,0.5244,0,10,2630.0816608799623,2374.8977618763843,11.299876803677966
Glassell Park,2022-11-30,2614.0083436327,345.0,0.534128414037216,88329.0,0.5244,0,11,2643.2582831817213,2387.5160648693027,9.486523759822152
Glassell Park,2022-12-31,2649.474116573548,342.0,0.0301329019570584,88329.0,0.5244,0,12,2614.0083436327,2424.065658729165,9.29877691359875
Glassell Park,2023-01-31,2629.875350788236,337.0,-2.199039208536135,92903.0,0.5307,0,1,2649.474116573548,2429.8887230765363,8.23027926392006
Glassell Park,2023-02-28,2631.7465170127043,327.0,0.5495574360470767,92903.0,0.5307,0,2,2629.875350788236,2486.659375638248,5.8346206479211515
Glassell Park,2023-03-31,2637.122836080721,360.0,0.0225715437323525,92903.0,0.5307,0,3,2631.7465170127043,2551.7649175727897,3.3450541591865113
Glassell Park,2023-04-30,2660.790990748972,367.0,0.1144441399764772,92903.0,0.5307,0,4,2637.122836080721,2627.9216960735102,1.2507714641792012
Glassell Park,2023-05-31,2698.171124794828,383.0,0.4685235871840332,92903.0,0.5307,0,5,2660.790990748972,2611.565685611248,3.3162267240967047
Glassell Park,2023-06-30,2662.303112611173,392.0,-0.3124949920674358,92903.0,0.5307,0,6,2698.171124794828,2544.246743148225,4.640130513319107
Glassell Park,2023-07-31,2682.3797882220306,410.0,-0.8938044561617953,92903.0,0.5307,0,7,2662.303112611173,2551.9795341024756,5.1097688040596445
Glassell Park,2023-08-31,2669.4538956476545,436.0,0.2789943227899494,92903.0,0.5307,0,8,2682.3797882220306,2589.288338634912,3.096045960451277
Glassell Park,2023-09-30,2693.7764689038904,440.0,0.53217301284334,92903.0,0.5307,0,9,2669.4538956476545,2630.0816608799623,2.421780622682923
Glassell Park,2023-10-31,2697.629007995211,481.0,0.859197760293462,92903.0,0.5307,0,10,2693.7764689038904,2643.2582831817213,2.0569584576518585
Glassell Park,2023-11-30,2733.395919763222,468.0,0.5695142378559392,92903.0,0.5307,0,11,2697.629007995211,2614.0083436327,4.567222458234732
Glassell Park,2023-12-31,2743.02746443446,445.0,0.420354684178803,92903.0,0.5307,0,12,2733.395919763222,2649.474116573548,3.531015731601128
Glassell Park,2024-01-31,2703.989538118381,448.0,-1.123098551502988,92903.0,0.5307,0,1,2743.02746443446,2629.875350788236,2.818163503754323
Glassell Park,2024-02-29,2704.0626051523295,437.0,0.2044859096427709,92903.0,0.5307,0,2,2703.989538118381,2631.7465170127043,2.747836376799362
Glassell Park,2024-03-31,2726.3490651029165,431.0,0.1004400229577262,92903.0,0.5307,0,3,2704.0626051523295,2637.122836080721,3.3834688244861244
Glassell Park,2024-04-30,2786.105275888815,382.0,-0.0525586506760933,92903.0,0.5307,0,4,2726.3490651029165,2660.790990748972,4.709662862492214
Glassell Park,2024-05-31,2765.141135768459,409.0,0.1099531503967909,92903.0,0.5307,0,5,2786.105275888815,2698.171124794828,2.4820520225055764
Glassell Park,2024-06-30,2756.84377828888,420.0,-0.6287506168123125,92903.0,0.5307,0,6,2765.141135768459,2662.303112611173,3.5510857208509883
Glassell Park,2024-07-31,2768.7157584641595,456.0,-0.2899340039725806,92903.0,0.5307,0,7,2756.84377828888,2682.3797882220306,3.218633342721211
Glassell Park,2024-08-31,2786.9628713784705,458.0,0.2811380468135116,92903.0,0.5307,0,8,2768.7157584641595,2669.4538956476545,4.4019855867301505
Glassell Park,2024-09-30,2820.9699946076894,441.0,0.437345807567846,92903.0,0.5307,0,9,2786.9628713784705,2693.7764689038904,4.721755022069618
Glassell Park,2024-10-31,2789.1941831361733,439.0,1.4371161974639168,92903.0,0.5307,0,10,2820.9699946076894,2697.629007995211,3.39428345667927
Glassell Park,2024-11-30,2789.4863382745634,414.0,0.5173281338448854,92903.0,0.5307,0,11,2789.1941831361733,2733.395919763222,2.052041495554735
Glassell Park,2024-12-31,2734.567205113612,432.0,-0.5756746186937889,92903.0,0.5307,0,12,2789.4863382745634,2743.02746443446,-0.3084278021471487
Glassell Park,2025-01-31,2752.0882449872843,386.0,-2.0957565649731724,92903.0,0.5307,0,1,2734.567205113612,2703.989538118381,1.7788052132174048
Glassell Park,2025-02-28,2800.02732180775,398.0,0.6219365206910465,92903.0,0.5307,0,2,2752.0882449872843,2704.0626051523295,3.548908833418607
Glassell Park,2025-03-31,2830.6317786824193,411.0,0.0734683447262574,92903.0,0.5307,0,3,2800.02732180775,2726.3490651029165,3.8249949323919896
Glassell Park,2025-04-30,2852.9518900523585,415.0,0.7261642567589099,92903.0,0.5307,0,4,2830.6317786824193,2786.105275888815,2.3992852941358667
Glassell Park,2025-05-31,2838.202217438642,425.0,0.1980574525058287,92903.0,0.5307,0,5,2852.9518900523585,2765.141135768459,2.6422188988873607
Glassell Park,2025-06-30,2886.441602635498,400.0,-0.814383756602044,92903.0,0.5307,0,6,2838.202217438642,2756.84377828888,4.700949156685863
Glassell Park,2025-07-31,2923.974886610315,396.0,-0.787589879310624,92903.0,0.5307,0,7,2886.441602635498,2768.7157584641595,5.607622511321986
Glassell Park,2025-08-31,2942.787567134645,375.0,0.4499509874817287,92903.0,0.5307,0,8,2923.974886610315,2786.9628713784705,5.591200993614298
Glassell Park,2025-09-30,2927.812017297261,363.0,0.0159976963317376,92903.0,0.5307,0,9,2942.787567134645,2820.9699946076894,3.787421450557815
Glassell Park,2025-10-31,2885.804184672634,365.0,1.0332858810921497,92903.0,0.5307,0,10,2927.812017297261,2789.1941831361733,3.463724473562202
Glassell Park,2025-11-30,2814.5625470688246,326.0,0.3467109950130442,92903.0,0.5307,0,11,2885.804184672634,2789.4863382745634,0.8989543504906328
Glassell Park,2025-12-31,2811.9039812050114,316.0,-0.0110437965417098,92903.0,0.5307,0,12,2814.5625470688246,2734.567205113612,2.8281175882889364
Hancock Park,2019-01-31,1964.9264205691072,0.0,,49675.0,0.8341,0,1,,,
Hancock Park,2019-02-28,1958.1595381733257,0.0,0.8200448182910547,49675.0,0.8341,0,2,1964.9264205691072,,
Hancock Park,2019-03-31,1955.0614582486785,0.0,0.1562323835907708,49675.0,0.8341,0,3,1958.1595381733257,,
Hancock Park,2019-04-30,1967.0228553046811,0.0,-0.0675414897722825,49675.0,0.8341,0,4,1955.0614582486785,,
Hancock Park,2019-05-31,2000.7816277428196,0.0,0.1914968942100525,49675.0,0.8341,0,5,1967.0228553046811,,
Hancock Park,2019-06-30,2018.5770336614648,0.0,0.1204606414930697,49675.0,0.8341,0,6,2000.7816277428196,,
Hancock Park,2019-07-31,2016.2191903633104,0.0,-0.9737551334702332,49675.0,0.8341,0,7,2018.5770336614648,,
Hancock Park,2019-08-31,2010.441643883207,0.0,0.4260558246529156,49675.0,0.8341,0,8,2016.2191903633104,,
Hancock Park,2019-09-30,2014.9595298319684,0.0,0.6049167634533559,49675.0,0.8341,0,9,2010.441643883207,,
Hancock Park,2019-10-31,2037.2054110410936,0.0,0.8626356887456499,49675.0,0.8341,0,10,2014.9595298319684,,
Hancock Park,2019-11-30,2063.4977077433714,0.0,0.902948891185118,49675.0,0.8341,0,11,2037.2054110410936,,
Hancock Park,2019-12-31,2047.1216617853352,0.0,0.004726419107337,49675.0,0.8341,0,12,2063.4977077433714,,
Hancock Park,2020-01-31,2029.279687563536,55.0,-1.435188102589957,52775.0,0.8322,0,1,2047.1216617853352,1964.9264205691072,3.275098055620318
Hancock Park,2020-02-29,2010.3792968202565,115.0,0.7975705266522803,52775.0,0.8322,0,2,2029.279687563536,1958.1595381733257,2.6667775341555844
Hancock Park,2020-03-31,2010.198206452756,156.0,-1.2907522516808267,52775.0,0.8322,1,3,2010.3792968202565,1955.0614582486785,2.82020536855494
Hancock Park,2020-04-30,2003.7796745581263,183.0,-15.616064257028118,52775.0,0.8322,1,4,2010.198206452756,1967.0228553046811,1.8686523725089943
Hancock Park,2020-05-31,1988.180627198097,205.0,0.8776104627919779,52775.0,0.8322,1,5,2003.7796745581263,2000.7816277428196,-0.6298038911392023
Hancock Park,2020-06-30,1980.3398060863392,233.0,3.093036421966411,52775.0,0.8322,1,6,1988.180627198097,2018.5770336614648,-1.8942664529263853
Hancock Park,2020-07-31,1974.147947239958,237.0,-0.5711252265280353,52775.0,0.8322,1,7,1980.3398060863392,2016.2191903633104,-2.0866403476583972
Hancock Park,2020-08-31,1971.3126854921993,204.0,0.5744058029714338,52775.0,0.8322,1,8,1974.147947239958,2010.441643883207,-1.9462867032255304
Hancock Park,2020-09-30,1981.6414741945791,215.0,1.3985245931648072,52775.0,0.8322,1,9,1971.3126854921993,2014.9595298319684,-1.6535347308026416
Hancock Park,2020-10-31,1979.173995237427,234.0,2.83790370624446,52775.0,0.8322,1,10,1981.6414741945791,2037.2054110410936,-2.8485795045090745
Hancock Park,2020-11-30,2009.6385704941813,253.0,1.1357851312209233,52775.0,0.8322,1,11,1979.173995237427,2063.4977077433714,-2.610089511952507
Hancock Park,2020-12-31,1993.1208855237317,273.0,-0.7984447684510121,52775.0,0.8322,1,12,2009.6385704941813,2047.1216617853352,-2.6378879804587863
Hancock Park,2021-01-31,1986.1150165180077,241.0,-2.9640257558790517,54947.0,0.8366,1,1,1993.1208855237317,2029.279687563536,-2.1270932395402897
Hancock Park,2021-02-28,1940.3054691699028,243.0,2.232319953838946,54947.0,0.8366,1,2,1986.1150165180077,2010.3792968202565,-3.4856023319175033
Hancock Park,2021-03-31,1921.0996982872416,235.0,0.9489205587695616,54947.0,0.8366,1,3,1940.3054691699028,2010.198206452756,-4.432324527974774
Hancock Park,2021-04-30,1937.988690081956,235.0,1.450186951811849,54947.0,0.8366,1,4,1921.0996982872416,2003.7796745581263,-3.283344237468544
Hancock Park,2021-05-31,1967.5191388852968,227.0,0.9334527418021654,54947.0,0.8366,1,5,1937.988690081956,1988.180627198097,-1.0392158554486053
Hancock Park,2021-06-30,2004.85555531396,230.0,0.0238883390778932,54947.0,0.8366,1,6,1967.5191388852968,1980.3398060863392,1.237956695728415
Hancock Park,2021-07-31,2034.9186191373576,239.0,0.4861821903787033,54947.0,0.8366,0,7,2004.85555531396,1974.147947239958,3.078324093306306
Hancock Park,2021-08-31,2068.058551533467,254.0,1.0474492827434068,54947.0,0.8366,0,8,2034.9186191373576,1971.3126854921993,4.907687489319423
Hancock Park,2021-09-30,2110.699663887266,254.0,-0.0151204596619658,54947.0,0.8366,0,9,2068.058551533467,1981.6414741945791,6.512691189264763
Hancock Park,2021-10-31,2119.7347951308916,264.0,2.619595718582479,54947.0,0.8366,0,10,2110.699663887266,1979.173995237427,7.101993065374845
Hancock Park,2021-11-30,2133.242799944559,270.0,0.9758973015457252,54947.0,0.8366,0,11,2119.7347951308916,2009.6385704941813,6.150570120675125
Hancock Park,2021-12-31,2139.8278885438754,261.0,0.1962119737951573,54947.0,0.8366,0,12,2133.242799944559,1993.1208855237317,7.3606675884886785
Hancock Park,2022-01-31,2149.117127346717,262.0,-2.264157050607707,58420.0,0.8354,0,1,2139.8278885438754,1986.1150165180077,8.207083148410987
Hancock Park,2022-02-28,2147.6066209241617,257.0,1.5731081304851902,58420.0,0.8354,0,2,2149.117127346717,1940.3054691699028,10.683944103035792
Hancock Park,2022-03-31,2159.407381101957,279.0,0.283664819041407,58420.0,0.8354,0,3,2147.6066209241617,1921.0996982872416,12.404753539193148
Hancock Park,2022-04-30,2186.5399470997686,263.0,0.6047403843027821,58420.0,0.8354,0,4,2159.407381101957,1937.988690081956,12.825217107293918
Hancock Park,2022-05-31,2213.387589416105,268.0,0.252076398539236,58420.0,0.8354,0,5,2186.5399470997686,1967.5191388852968,12.496368938505253
Hancock Park,2022-06-30,2229.4736527106515,280.0,-0.1128267947519412,58420.0,0.8354,0,6,2213.387589416105,2004.85555531396,11.20370476572894
Hancock Park,2022-07-31,2244.068974784181,300.0,-0.4437487897760328,58420.0,0.8354,0,7,2229.4736527106515,2034.9186191373576,10.278069780278809
Hancock Park,2022-08-31,2252.209844182576,321.0,0.3338898163605996,58420.0,0.8354,0,8,2244.068974784181,2068.058551533467,8.904549269775796
Hancock Park,2022-09-30,2254.250991898294,302.0,0.4539359966398981,58420.0,0.8354,0,9,2252.209844182576,2110.699663887266,6.801125260362739
Hancock Park,2022-10-31,2245.69954081936,307.0,0.8603499292422434,58420.0,0.8354,0,10,2254.250991898294,2119.7347951308916,5.9424766710351795
Hancock Park,2022-11-30,2237.0106354784944,309.0,0.534128414037216,58420.0,0.8354,0,11,2245.69954081936,2133.242799944559,4.864323720517527
Hancock Park,2022-12-31,2233.6495842605714,303.0,0.0301329019570584,58420.0,0.8354,0,12,2237.0106354784944,2139.8278885438754,4.38454401959123
Hancock Park,2023-01-31,2257.25964186995,277.0,-2.199039208536135,62655.0,0.831,0,1,2233.6495842605714,2149.117127346717,5.0319507088357085
Hancock Park,2023-02-28,2271.2628984447883,258.0,0.5495574360470767,62655.0,0.831,0,2,2257.25964186995,2147.6066209241617,5.757864420599268
Hancock Park,2023-03-31,2295.162584514165,277.0,0.0225715437323525,62655.0,0.831,0,3,2271.2628984447883,2159.407381101957,6.286687940416824
Hancock Park,2023-04-30,2290.667202542659,268.0,0.1144441399764772,62655.0,0.831,0,4,2295.162584514165,2186.5399470997686,4.762193143601379
Hancock Park,2023-05-31,2290.317052944481,264.0,0.4685235871840332,62655.0,0.831,0,5,2290.667202542659,2213.387589416105,3.4756435744121017
Hancock Park,2023-06-30,2269.9575026963316,261.0,-0.3124949920674358,62655.0,0.831,0,6,2290.317052944481,2229.4736527106515,1.815847876760457
Hancock Park,2023-07-31,2258.8173135228917,280.0,-0.8938044561617953,62655.0,0.831,0,7,2269.9575026963316,2244.068974784181,0.6572141455736258
Hancock Park,2023-08-31,2269.4900045281715,294.0,0.2789943227899494,62655.0,0.831,0,8,2258.8173135228917,2252.209844182576,0.7672535661021884
Hancock Park,2023-09-30,2278.1571713454787,280.0,0.53217301284334,62655.0,0.831,0,9,2269.4900045281715,2254.250991898294,1.0604932429042924
Hancock Park,2023-10-31,2258.6376577723477,284.0,0.859197760293462,62655.0,0.831,0,10,2278.1571713454787,2245.69954081936,0.5761285834465113
Hancock Park,2023-11-30,2248.8377687776547,293.0,0.5695142378559392,62655.0,0.831,0,11,2258.6376577723477,2237.0106354784944,0.5287025958475411
Hancock Park,2023-12-31,2245.2481294670415,292.0,0.420354684178803,62655.0,0.831,0,12,2248.8377687776547,2233.6495842605714,0.5192643146982201
Hancock Park,2024-01-31,2256.1767472786705,288.0,-1.123098551502988,62655.0,0.831,0,1,2245.2481294670415,2257.25964186995,-0.047973860480776676
Hancock Park,2024-02-29,2232.532425207902,274.0,0.2044859096427709,62655.0,0.831,0,2,2256.1767472786705,2271.2628984447883,-1.7052395503579176
Hancock Park,2024-03-31,2232.1385206715813,264.0,0.1004400229577262,62655.0,0.831,0,3,2232.532425207902,2295.162584514165,-2.7459520413855243
Hancock Park,2024-04-30,2219.243695989322,265.0,-0.0525586506760933,62655.0,0.831,0,4,2232.1385206715813,2290.667202542659,-3.118021966440887
Hancock Park,2024-05-31,2247.3678174357915,267.0,0.1099531503967909,62655.0,0.831,0,5,2219.243695989322,2290.317052944481,-1.875252836871344
Hancock Park,2024-06-30,2243.674182389918,258.0,-0.6287506168123125,62655.0,0.831,0,6,2247.3678174357915,2269.9575026963316,-1.1578771970485624
Hancock Park,2024-07-31,2261.497411595389,264.0,-0.2899340039725806,62655.0,0.831,0,7,2243.674182389918,2258.8173135228917,0.1186505015900341
Hancock Park,2024-08-31,2241.123520549539,258.0,0.2811380468135116,62655.0,0.831,0,8,2261.497411595389,2269.4900045281715,-1.2499056581890433
Hancock Park,2024-09-30,2255.890808390815,254.0,0.437345807567846,62655.0,0.831,0,9,2241.123520549539,2278.1571713454787,-0.9773848457309553
Hancock Park,2024-10-31,2236.9636730018983,271.0,1.4371161974639168,62655.0,0.831,0,10,2255.890808390815,2258.6376577723477,-0.9596043303300772
