Neighborhood,Date,permits_count,du_added,permits_trailing6,permits_trailing12,du_added_trailing6
Glassell Park,2020-03-31,87,59.0,214.0,214.0,66.0
Glassell Park,2020-04-30,25,2.0,239.0,239.0,68.0
Glassell Park,2020-05-31,28,0.0,267.0,267.0,68.0
Glassell Park,2020-06-30,40,0.0,307.0,307.0,68.0
Glassell Park,2020-07-31,78,1.0,320.0,385.0,67.0
Glassell Park,2020-08-31,44,0.0,302.0,429.0,62.0
Glassell Park,2020-09-30,63,-3.0,278.0,492.0,0.0
Glassell Park,2020-10-31,80,1.0,333.0,572.0,-1.0
Glassell Park,2020-11-30,53,1.0,358.0,625.0,0.0
Glassell Park,2020-12-31,49,-1.0,367.0,674.0,-1.0
Glassell Park,2021-01-31,46,1.0,335.0,655.0,-1.0
Glassell Park,2021-02-28,44,1.0,335.0,637.0,0.0
Glassell Park,2021-03-31,57,10.0,329.0,607.0,13.0
Glassell Park,2021-04-30,48,-1.0,297.0,630.0,11.0
Glassell Park,2021-05-31,40,0.0,284.0,642.0,10.0
Glassell Park,2021-06-30,48,-1.0,283.0,650.0,10.0
Glassell Park,2021-07-31,45,1.0,282.0,617.0,10.0
Glassell Park,2021-08-31,50,1.0,288.0,623.0,10.0
Glassell Park,2021-09-30,57,3.0,288.0,617.0,3.0
Glassell Park,2021-10-31,53,-4.0,293.0,590.0,0.0
Glassell Park,2021-11-30,40,0.0,293.0,577.0,0.0
Glassell Park,2021-12-31,38,10.0,283.0,566.0,11.0
Glassell Park,2022-01-31,55,10.0,293.0,575.0,20.0
Glassell Park,2022-02-28,47,0.0,290.0,578.0,19.0
Glassell Park,2022-03-31,67,0.0,300.0,588.0,16.0
Glassell Park,2022-04-30,79,2.0,326.0,619.0,22.0
Glassell Park,2022-05-31,65,1.0,351.0,644.0,23.0
Glassell Park,2022-06-30,66,1.0,379.0,662.0,14.0
Glassell Park,2022-07-31,56,2.0,380.0,673.0,6.0
Glassell Park,2022-08-31,57,2.0,390.0,680.0,8.0
Glassell Park,2022-09-30,51,6.0,374.0,674.0,14.0
Glassell Park,2022-10-31,57,2.0,352.0,678.0,14.0
Glassell Park,2022-11-30,58,4.0,345.0,696.0,17.0
Glassell Park,2022-12-31,63,18.0,342.0,721.0,34.0
Glassell Park,2023-01-31,51,0.0,337.0,717.0,32.0
Glassell Park,2023-02-28,47,3.0,327.0,717.0,33.0
Glassell Park,2023-03-31,84,3.0,360.0,734.0,30.0
Glassell Park,2023-04-30,64,3.0,367.0,719.0,31.0
Glassell Park,2023-05-31,74,1.0,383.0,728.0,28.0
Glassell Park,2023-06-30,72,2.0,392.0,734.0,12.0
Glassell Park,2023-07-31,69,340.0,410.0,747.0,352.0
Glassell Park,2023-08-31,73,1.0,436.0,763.0,350.0
Glassell Park,2023-09-30,88,17.0,440.0,800.0,364.0
Glassell Park,2023-10-31,105,3.0,481.0,848.0,364.0
Glassell Park,2023-11-30,61,1.0,468.0,851.0,364.0
Glassell Park,2023-12-31,49,2.0,445.0,837.0,364.0
Glassell Park,2024-01-31,72,-1.0,448.0,858.0,23.0
Glassell Park,2024-02-29,62,1.0,437.0,873.0,23.0
Glassell Park,2024-03-31,82,12.0,431.0,871.0,18.0
Glassell Park,2024-04-30,56,4.0,382.0,863.0,19.0
Glassell Park,2024-05-31,88,0.0,409.0,877.0,18.0
Glassell Park,2024-06-30,60,1.0,420.0,865.0,17.0
Glassell Park,2024-07-31,108,0.0,456.0,904.0,18.0
Glassell Park,2024-08-31,64,3.0,458.0,895.0,20.0
Glassell Park,2024-09-30,65,0.0,441.0,872.0,8.0
Glassell Park,2024-10-31,54,0.0,439.0,821.0,4.0
Glassell Park,2024-11-30,63,4.0,414.0,823.0,8.0
Glassell Park,2024-12-31,78,5.0,432.0,852.0,12.0
Glassell Park,2025-01-31,62,3.0,386.0,842.0,15.0
Glassell Park,2025-02-28,76,6.0,398.0,856.0,18.0
Glassell Park,2025-03-31,78,0.0,411.0,852.0,18.0
Glassell Park,2025-04-30,58,2.0,415.0,854.0,20.0
Glassell Park,2025-05-31,73,0.0,425.0,839.0,16.0
Glassell Park,2025-06-30,53,0.0,400.0,832.0,11.0
Glassell Park,2025-07-31,58,0.0,396.0,782.0,8.0
Glassell Park,2025-08-31,55,0.0,375.0,773.0,2.0
Glassell Park,2025-09-30,66,-1.0,363.0,774.0,1.0
Glassell Park,2025-10-31,60,1.0,365.0,780.0,0.0
Glassell Park,2025-11-30,34,1.0,326.0,751.0,1.0
Glassell Park,2025-12-31,43,1.0,316.0,716.0,2.0
Hancock Park,2020-01-31,55,83.0,55.0,55.0,83.0
Hancock Park,2020-02-29,60,27.0,115.0,115.0,110.0
Hancock Park,2020-03-31,41,233.0,156.0,156.0,343.0
Hancock Park,2020-04-30,27,29.0,183.0,183.0,372.0
Hancock Park,2020-05-31,22,1.0,205.0,205.0,373.0
Hancock Park,2020-06-30,28,-2.0,233.0,233.0,371.0
Hancock Park,2020-07-31,59,28.0,237.0,292.0,316.0
Hancock Park,2020-08-31,27,2.0,204.0,319.0,291.0
Hancock Park,2020-09-30,52,19.0,215.0,371.0,77.0
Hancock Park,2020-10-31,46,9.0,234.0,417.0,57.0
Hancock Park,2020-11-30,41,7.0,253.0,458.0,63.0
Hancock Park,2020-12-31,48,-3.0,273.0,506.0,62.0
Hancock Park,2021-01-31,27,70.0,241.0,478.0,104.0
Hancock Park,2021-02-28,29,22.0,243.0,447.0,124.0
Hancock Park,2021-03-31,44,-1.0,235.0,450.0,104.0
Hancock Park,2021-04-30,46,13.0,235.0,469.0,108.0
Hancock Park,2021-05-31,33,523.0,227.0,480.0,624.0
Hancock Park,2021-06-30,51,-7.0,230.0,503.0,620.0
Hancock Park,2021-07-31,36,-3.0,239.0,480.0,547.0
Hancock Park,2021-08-31,44,31.0,254.0,497.0,556.0
Hancock Park,2021-09-30,44,3.0,254.0,489.0,560.0
Hancock Park,2021-10-31,56,2.0,264.0,499.0,549.0
Hancock Park,2021-11-30,39,3.0,270.0,497.0,29.0
Hancock Park,2021-12-31,42,11.0,261.0,491.0,47.0
Hancock Park,2022-01-31,37,4.0,262.0,501.0,54.0
Hancock Park,2022-02-28,39,255.0,257.0,511.0,278.0
Hancock Park,2022-03-31,66,9.0,279.0,533.0,284.0
Hancock Park,2022-04-30,40,9.0,263.0,527.0,291.0
Hancock Park,2022-05-31,44,31.0,268.0,538.0,319.0
Hancock Park,2022-06-30,54,45.0,280.0,541.0,353.0
Hancock Park,2022-07-31,57,11.0,300.0,562.0,360.0
Hancock Park,2022-08-31,60,-18.0,321.0,578.0,87.0
Hancock Park,2022-09-30,47,0.0,302.0,581.0,78.0
Hancock Park,2022-10-31,45,29.0,307.0,570.0,98.0
Hancock Park,2022-11-30,46,-6.0,309.0,577.0,61.0
Hancock Park,2022-12-31,48,1.0,303.0,583.0,17.0
Hancock Park,2023-01-31,31,38.0,277.0,577.0,44.0
Hancock Park,2023-02-28,41,0.0,258.0,579.0,62.0
Hancock Park,2023-03-31,66,-1.0,277.0,579.0,61.0
Hancock Park,2023-04-30,36,-2.0,268.0,575.0,30.0
Hancock Park,2023-05-31,42,21.0,264.0,573.0,57.0
Hancock Park,2023-06-30,45,0.0,261.0,564.0,56.0
Hancock Park,2023-07-31,50,0.0,280.0,557.0,18.0
Hancock Park,2023-08-31,55,0.0,294.0,552.0,18.0
Hancock Park,2023-09-30,52,-1.0,280.0,557.0,18.0
Hancock Park,2023-10-31,40,0.0,284.0,552.0,20.0
Hancock Park,2023-11-30,51,5.0,293.0,557.0,4.0
Hancock Park,2023-12-31,44,3.0,292.0,553.0,7.0
Hancock Park,2024-01-31,46,4.0,288.0,568.0,11.0
Hancock Park,2024-02-29,41,38.0,274.0,568.0,49.0
Hancock Park,2024-03-31,42,-1.0,264.0,544.0,49.0
Hancock Park,2024-04-30,41,46.0,265.0,549.0,95.0
Hancock Park,2024-05-31,53,4.0,267.0,560.0,94.0
Hancock Park,2024-06-30,35,-1.0,258.0,550.0,90.0
Hancock Park,2024-07-31,52,-2.0,264.0,552.0,84.0
Hancock Park,2024-08-31,35,3.0,258.0,532.0,49.0
Hancock Park,2024-09-30,38,0.0,254.0,518.0,50.0
Hancock Park,2024-10-31,58,1.0,271.0,536.0,5.0
Hancock Park,2024-11-30,34,0.0,252.0,519.0,1.0
Hancock Park,2024-12-31,45,7.0,262.0,520.0,9.0
Hancock Park,2025-01-31,70,-1.0,280.0,544.0,10.0
Hancock Park,2025-02-28,47,31.0,292.0,550.0,38.0
Hancock Park,2025-03-31,35,15.0,289.0,543.0,53.0
Hancock Park,2025-04-30,50,8.0,281.0,552.0,60.0
Hancock Park,2025-05-31,39,0.0,286.0,538.0,60.0
Hancock Park,2025-06-30,33,147.0,274.0,536.0,200.0
Hancock Park,2025-07-31,44,11.0,248.0,528.0,212.0
Hancock Park,2025-08-31,34,-2.0,235.0,527.0,179.0
Hancock Park,2025-09-30,28,0.0,228.0,517.0,164.0
Hancock Park,2025-10-31,47,-1.0,225.0,506.0,155.0
Hancock Park,2025-11-30,42,42.0,228.0,514.0,197.0
Hancock Park,2025-12-31,35,153.0,230.0,504.0,203.0
Highland Park,2020-01-31,73,5.0,73.0,73.0,5.0
Highland Park,2020-02-29,99,1.0,172.0,172.0,6.0
Highland Park,2020-03-31,36,1.0,208.0,208.0,7.0
Highland Park,2020-04-30,33,0.0,241.0,241.0,7.0
Highland Park,2020-05-31,35,0.0,276.0,276.0,7.0
Highland Park,2020-06-30,55,0.0,331.0,331.0,7.0
Highland Park,2020-07-31,57,1.0,315.0,388.0,3.0
Highland Park,2020-08-31,49,1.0,265.0,437.0,3.0
Highland Park,2020-09-30,56,0.0,285.0,493.0,2.0
Highland Park,2020-10-31,63,-1.0,315.0,556.0,1.0
Highland Park,2020-11-30,44,0.0,324.0,600.0,1.0
Highland Park,2020-12-31,49,1.0,318.0,649.0,2.0
Highland Park,2021-01-31,43,2.0,304.0,619.0,3.0
Highland Park,2021-02-28,53,-1.0,308.0,573.0,1.0
Highland Park,2021-03-31,57,1.0,309.0,594.0,2.0
Highland Park,2021-04-30,83,0.0,329.0,644.0,3.0
Highland Park,2021-05-31,72,4.0,357.0,681.0,7.0
Highland Park,2021-06-30,65,1.0,373.0,691.0,7.0
Highland Park,2021-07-31,62,13.0,392.0,696.0,18.0
Highland Park,2021-08-31,48,0.0,387.0,695.0,19.0
Highland Park,2021-09-30,54,4.0,384.0,693.0,22.0
Highland Park,2021-10-31,53,0.0,354.0,683.0,22.0
Highland Park,2021-11-30,45,0.0,327.0,684.0,18.0
Highland Park,2021-12-31,64,1.0,326.0,699.0,18.0
Highland Park,2022-01-31,48,4.0,312.0,704.0,9.0
Highland Park,2022-02-28,45,0.0,309.0,696.0,9.0
Highland Park,2022-03-31,63,0.0,318.0,702.0,5.0
Highland Park,2022-04-30,57,0.0,322.0,676.0,5.0
Highland Park,2022-05-31,73,-3.0,350.0,677.0,2.0
Highland Park,2022-06-30,79,-2.0,365.0,691.0,-1.0
Highland Park,2022-07-31,64,0.0,381.0,693.0,-5.0
Highland Park,2022-08-31,89,-1.0,425.0,734.0,-6.0
Highland Park,2022-09-30,72,2.0,434.0,752.0,-4.0
Highland Park,2022-10-31,67,1.0,444.0,766.0,-3.0
Highland Park,2022-11-30,46,2.0,417.0,767.0,2.0
Highland Park,2022-12-31,57,3.0,395.0,760.0,7.0
Highland Park,2023-01-31,69,13.0,400.0,781.0,20.0
Highland Park,2023-02-28,57,1.0,368.0,793.0,22.0
Highland Park,2023-03-31,72,-2.0,368.0,802.0,18.0
Highland Park,2023-04-30,61,-1.0,362.0,806.0,16.0
Highland Park,2023-05-31,65,32.0,381.0,798.0,46.0
Highland Park,2023-06-30,82,1.0,406.0,801.0,44.0
Highland Park,2023-07-31,63,1.0,400.0,800.0,32.0
Highland Park,2023-08-31,105,4.0,448.0,816.0,35.0
Highland Park,2023-09-30,65,4.0,441.0,809.0,41.0
Highland Park,2023-10-31,68,0.0,448.0,810.0,42.0
Highland Park,2023-11-30,62,1.0,445.0,826.0,11.0
Highland Park,2023-12-31,63,7.0,426.0,832.0,17.0
Highland Park,2024-01-31,53,2.0,416.0,816.0,18.0
Highland Park,2024-02-29,67,1.0,378.0,826.0,15.0
Highland Park,2024-03-31,68,0.0,381.0,822.0,11.0
Highland Park,2024-04-30,77,0.0,390.0,838.0,11.0
Highland Park,2024-05-31,58,3.0,386.0,831.0,13.0
Highland Park,2024-06-30,81,-7.0,404.0,830.0,-1.0
Highland Park,2024-07-31,77,1.0,428.0,844.0,-2.0
Highland Park,2024-08-31,91,11.0,452.0,830.0,8.0
Highland Park,2024-09-30,71,1.0,455.0,836.0,9.0
