Neighborhood,Date,permits_count,du_added,permits_trailing6,permits_trailing12,du_added_trailing6
Palms,2024-10-31,66,0.0,342.0,599.0,66.0
Palms,2024-11-30,43,-1.0,336.0,585.0,67.0
Palms,2024-12-31,47,1.0,321.0,602.0,61.0
Palms,2025-01-31,47,5.0,319.0,612.0,68.0
Palms,2025-02-28,45,-6.0,308.0,612.0,4.0
Palms,2025-03-31,45,1.0,293.0,616.0,0.0
Palms,2025-04-30,52,0.0,279.0,621.0,0.0
Palms,2025-05-31,52,37.0,288.0,624.0,38.0
Palms,2025-06-30,47,3.0,288.0,609.0,40.0
Palms,2025-07-31,59,6.0,300.0,619.0,41.0
Palms,2025-08-31,48,0.0,303.0,611.0,47.0
Palms,2025-09-30,59,1.0,317.0,610.0,47.0
Palms,2025-10-31,51,78.0,316.0,595.0,125.0
Palms,2025-11-30,43,117.0,307.0,595.0,205.0
Palms,2025-12-31,58,120.0,318.0,606.0,322.0
Santa Monica,2020-02-29,2,0.0,2.0,2.0,0.0
Silver Lake,2020-01-31,180,157.0,180.0,180.0,157.0
Silver Lake,2020-02-29,182,7.0,362.0,362.0,164.0
Silver Lake,2020-03-31,87,35.0,449.0,449.0,199.0
Silver Lake,2020-04-30,61,4.0,510.0,510.0,203.0
Silver Lake,2020-05-31,69,3.0,579.0,579.0,206.0
Silver Lake,2020-06-30,96,111.0,675.0,675.0,317.0
Silver Lake,2020-07-31,106,118.0,601.0,781.0,278.0
Silver Lake,2020-08-31,139,12.0,558.0,920.0,283.0
Silver Lake,2020-09-30,108,5.0,579.0,1028.0,253.0
Silver Lake,2020-10-31,108,61.0,626.0,1136.0,310.0
Silver Lake,2020-11-30,99,29.0,656.0,1235.0,336.0
Silver Lake,2020-12-31,111,18.0,671.0,1346.0,243.0
Silver Lake,2021-01-31,119,7.0,684.0,1285.0,132.0
Silver Lake,2021-02-28,97,31.0,642.0,1200.0,151.0
Silver Lake,2021-03-31,108,35.0,642.0,1221.0,181.0
Silver Lake,2021-04-30,138,58.0,672.0,1298.0,178.0
Silver Lake,2021-05-31,101,83.0,674.0,1330.0,232.0
Silver Lake,2021-06-30,131,45.0,694.0,1365.0,259.0
Silver Lake,2021-07-31,150,31.0,725.0,1409.0,283.0
Silver Lake,2021-08-31,115,52.0,743.0,1385.0,304.0
Silver Lake,2021-09-30,146,21.0,781.0,1423.0,290.0
Silver Lake,2021-10-31,165,4.0,808.0,1480.0,236.0
Silver Lake,2021-11-30,108,7.0,815.0,1489.0,160.0
Silver Lake,2021-12-31,141,72.0,825.0,1519.0,187.0
Silver Lake,2022-01-31,159,11.0,834.0,1559.0,167.0
Silver Lake,2022-02-28,145,-29.0,864.0,1607.0,86.0
Silver Lake,2022-03-31,204,136.0,922.0,1703.0,201.0
Silver Lake,2022-04-30,143,46.0,900.0,1708.0,243.0
Silver Lake,2022-05-31,169,-1.0,961.0,1776.0,235.0
Silver Lake,2022-06-30,153,67.0,973.0,1798.0,230.0
Silver Lake,2022-07-31,139,21.0,953.0,1787.0,240.0
Silver Lake,2022-08-31,179,13.0,987.0,1851.0,282.0
Silver Lake,2022-09-30,140,25.0,923.0,1845.0,171.0
Silver Lake,2022-10-31,137,119.0,917.0,1817.0,244.0
Silver Lake,2022-11-30,146,176.0,894.0,1855.0,421.0
Silver Lake,2022-12-31,128,130.0,869.0,1842.0,484.0
Silver Lake,2023-01-31,119,83.0,849.0,1802.0,546.0
Silver Lake,2023-02-28,150,-6.0,820.0,1807.0,527.0
Silver Lake,2023-03-31,144,-7.0,824.0,1747.0,495.0
Silver Lake,2023-04-30,142,5.0,829.0,1746.0,381.0
Silver Lake,2023-05-31,166,91.0,849.0,1743.0,296.0
Silver Lake,2023-06-30,151,8.0,872.0,1741.0,174.0
Silver Lake,2023-07-31,137,20.0,890.0,1739.0,111.0
Silver Lake,2023-08-31,132,-3.0,872.0,1692.0,114.0
Silver Lake,2023-09-30,160,0.0,888.0,1712.0,121.0
Silver Lake,2023-10-31,142,12.0,888.0,1717.0,128.0
Silver Lake,2023-11-30,141,74.0,863.0,1712.0,111.0
Silver Lake,2023-12-31,118,-3.0,830.0,1702.0,100.0
Silver Lake,2024-01-31,137,5.0,830.0,1720.0,85.0
Silver Lake,2024-02-29,129,49.0,827.0,1699.0,137.0
Silver Lake,2024-03-31,126,40.0,793.0,1681.0,177.0
Silver Lake,2024-04-30,139,-1.0,790.0,1678.0,164.0
Silver Lake,2024-05-31,134,0.0,783.0,1646.0,90.0
Silver Lake,2024-06-30,141,-13.0,806.0,1636.0,80.0
Silver Lake,2024-07-31,232,14.0,901.0,1731.0,89.0
Silver Lake,2024-08-31,168,33.0,940.0,1767.0,73.0
Silver Lake,2024-09-30,151,-1.0,965.0,1758.0,32.0
Silver Lake,2024-10-31,158,-1.0,984.0,1774.0,32.0
Silver Lake,2024-11-30,129,14.0,979.0,1762.0,46.0
Silver Lake,2024-12-31,126,-1.0,964.0,1770.0,58.0
Silver Lake,2025-01-31,118,6.0,850.0,1751.0,50.0
Silver Lake,2025-02-28,128,15.0,810.0,1750.0,32.0
Silver Lake,2025-03-31,138,3.0,797.0,1762.0,36.0
Silver Lake,2025-04-30,144,9.0,783.0,1767.0,46.0
Silver Lake,2025-05-31,113,34.0,767.0,1746.0,66.0
Silver Lake,2025-06-30,122,-1.0,763.0,1727.0,66.0
Silver Lake,2025-07-31,145,1.0,790.0,1640.0,61.0
Silver Lake,2025-08-31,125,104.0,787.0,1597.0,150.0
Silver Lake,2025-09-30,116,1.0,765.0,1562.0,148.0
Silver Lake,2025-10-31,146,2.0,767.0,1550.0,141.0
Silver Lake,2025-11-30,108,192.0,762.0,1529.0,299.0
Silver Lake,2025-12-31,116,2.0,756.0,1519.0,302.0
University Park,2020-01-31,19,-1.0,19.0,19.0,-1.0
University Park,2020-02-29,28,4.0,47.0,47.0,3.0
University Park,2020-03-31,31,109.0,78.0,78.0,112.0
University Park,2020-04-30,16,3.0,94.0,94.0,115.0
University Park,2020-05-31,17,4.0,111.0,111.0,119.0
University Park,2020-06-30,23,-14.0,134.0,134.0,105.0
University Park,2020-07-31,28,14.0,143.0,162.0,120.0
University Park,2020-08-31,31,1.0,146.0,193.0,117.0
University Park,2020-09-30,21,127.0,136.0,214.0,135.0
University Park,2020-10-31,26,1.0,146.0,240.0,133.0
University Park,2020-11-30,24,49.0,153.0,264.0,178.0
University Park,2020-12-31,14,296.0,144.0,278.0,488.0
University Park,2021-01-31,18,0.0,134.0,277.0,474.0
University Park,2021-02-28,22,16.0,125.0,271.0,489.0
University Park,2021-03-31,18,-4.0,122.0,258.0,358.0
University Park,2021-04-30,22,5.0,118.0,264.0,362.0
University Park,2021-05-31,34,1.0,128.0,281.0,314.0
University Park,2021-06-30,37,1.0,151.0,295.0,19.0
University Park,2021-07-31,26,-1.0,159.0,293.0,18.0
University Park,2021-08-31,26,1.0,163.0,288.0,3.0
University Park,2021-09-30,19,7.0,164.0,286.0,14.0
University Park,2021-10-31,33,19.0,175.0,293.0,28.0
University Park,2021-11-30,23,-7.0,164.0,292.0,20.0
University Park,2021-12-31,26,6.0,153.0,304.0,25.0
University Park,2022-01-31,25,171.0,152.0,311.0,197.0
University Park,2022-02-28,28,-2.0,154.0,317.0,194.0
University Park,2022-03-31,31,8.0,166.0,330.0,195.0
University Park,2022-04-30,31,-4.0,164.0,339.0,172.0
University Park,2022-05-31,28,34.0,169.0,333.0,213.0
University Park,2022-06-30,25,-6.0,168.0,321.0,201.0
University Park,2022-07-31,34,-1.0,177.0,329.0,29.0
University Park,2022-08-31,31,11.0,180.0,334.0,42.0
University Park,2022-09-30,31,6.0,180.0,346.0,40.0
University Park,2022-10-31,21,48.0,170.0,334.0,92.0
University Park,2022-11-30,29,59.0,171.0,340.0,117.0
University Park,2022-12-31,25,1.0,171.0,339.0,124.0
University Park,2023-01-31,24,3.0,161.0,338.0,128.0
University Park,2023-02-28,21,1.0,151.0,331.0,118.0
University Park,2023-03-31,24,-1.0,144.0,324.0,111.0
University Park,2023-04-30,28,-2.0,151.0,321.0,61.0
University Park,2023-05-31,23,-3.0,145.0,316.0,-1.0
University Park,2023-06-30,32,-4.0,152.0,323.0,-6.0
University Park,2023-07-31,40,8.0,168.0,329.0,-1.0
University Park,2023-08-31,42,21.0,189.0,340.0,19.0
University Park,2023-09-30,29,56.0,194.0,338.0,76.0
University Park,2023-10-31,31,4.0,197.0,348.0,82.0
University Park,2023-11-30,22,0.0,196.0,341.0,85.0
University Park,2023-12-31,24,-1.0,188.0,340.0,88.0
University Park,2024-01-31,17,-2.0,165.0,333.0,78.0
University Park,2024-02-29,32,-2.0,155.0,344.0,55.0
University Park,2024-03-31,29,14.0,155.0,349.0,13.0
University Park,2024-04-30,31,18.0,155.0,352.0,27.0
University Park,2024-05-31,37,2.0,170.0,366.0,29.0
University Park,2024-06-30,43,2.0,189.0,377.0,32.0
University Park,2024-07-31,39,-2.0,211.0,376.0,32.0
University Park,2024-08-31,21,-1.0,200.0,355.0,33.0
University Park,2024-09-30,34,11.0,205.0,360.0,30.0
University Park,2024-10-31,24,26.0,198.0,353.0,38.0
University Park,2024-11-30,19,-3.0,180.0,350.0,33.0
University Park,2024-12-31,26,7.0,163.0,352.0,38.0
University Park,2025-01-31,16,3.0,140.0,351.0,43.0
University Park,2025-02-28,16,-3.0,135.0,335.0,41.0
University Park,2025-03-31,17,0.0,118.0,323.0,30.0
University Park,2025-04-30,16,65.0,110.0,308.0,69.0
University Park,2025-05-31,26,1.0,117.0,297.0,73.0
University Park,2025-06-30,23,18.0,114.0,277.0,84.0
University Park,2025-07-31,21,0.0,119.0,259.0,81.0
University Park,2025-08-31,21,0.0,124.0,259.0,84.0
University Park,2025-09-30,6,0.0,113.0,231.0,84.0
University Park,2025-10-31,15,0.0,112.0,222.0,19.0
University Park,2025-11-30,12,0.0,98.0,215.0,18.0
University Park,2025-12-31,14,0.0,89.0,203.0,0.0
Vermont Square,2020-01-31,40,40.0,40.0,40.0,40.0
Vermont Square,2020-02-29,39,5.0,79.0,79.0,45.0
Vermont Square,2020-03-31,36,-1.0,115.0,115.0,44.0
Vermont Square,2020-04-30,23,5.0,138.0,138.0,49.0
Vermont Square,2020-05-31,22,7.0,160.0,160.0,56.0
Vermont Square,2020-06-30,26,3.0,186.0,186.0,59.0
Vermont Square,2020-07-31,22,-1.0,168.0,208.0,18.0
Vermont Square,2020-08-31,29,6.0,158.0,237.0,19.0
Vermont Square,2020-09-30,30,8.0,152.0,267.0,28.0
Vermont Square,2020-10-31,31,-2.0,160.0,298.0,21.0
Vermont Square,2020-11-30,39,3.0,177.0,337.0,17.0
Vermont Square,2020-12-31,35,9.0,186.0,372.0,23.0
Vermont Square,2021-01-31,26,1.0,190.0,358.0,25.0
Vermont Square,2021-02-28,26,-2.0,187.0,345.0,17.0
Vermont Square,2021-03-31,28,-1.0,185.0,337.0,8.0
Vermont Square,2021-04-30,26,1.0,180.0,340.0,11.0
Vermont Square,2021-05-31,22,95.0,163.0,340.0,103.0
Vermont Square,2021-06-30,36,3.0,164.0,350.0,97.0
Vermont Square,2021-07-31,31,4.0,169.0,359.0,100.0
Vermont Square,2021-08-31,38,11.0,181.0,368.0,113.0
Vermont Square,2021-09-30,34,1.0,187.0,372.0,115.0
Vermont Square,2021-10-31,26,-1.0,187.0,367.0,113.0
Vermont Square,2021-11-30,27,2.0,192.0,355.0,20.0
Vermont Square,2021-12-31,27,2.0,183.0,347.0,19.0
Vermont Square,2022-01-31,43,4.0,195.0,364.0,19.0
Vermont Square,2022-02-28,39,12.0,196.0,377.0,20.0
Vermont Square,2022-03-31,56,4.0,218.0,405.0,23.0
Vermont Square,2022-04-30,40,0.0,232.0,419.0,24.0
Vermont Square,2022-05-31,69,7.0,274.0,466.0,29.0
Vermont Square,2022-06-30,56,3.0,303.0,486.0,30.0
Vermont Square,2022-07-31,64,14.0,324.0,519.0,40.0
Vermont Square,2022-08-31,61,0.0,346.0,542.0,28.0
Vermont Square,2022-09-30,43,-2.0,333.0,551.0,22.0
Vermont Square,2022-10-31,54,1.0,347.0,579.0,23.0
Vermont Square,2022-11-30,42,-1.0,320.0,594.0,15.0
Vermont Square,2022-12-31,52,9.0,316.0,619.0,21.0
Vermont Square,2023-01-31,52,9.0,304.0,628.0,16.0
Vermont Square,2023-02-28,37,2.0,280.0,626.0,18.0
Vermont Square,2023-03-31,49,13.0,286.0,619.0,33.0
Vermont Square,2023-04-30,43,21.0,275.0,622.0,53.0
Vermont Square,2023-05-31,55,-5.0,288.0,608.0,49.0
Vermont Square,2023-06-30,46,98.0,282.0,598.0,138.0
Vermont Square,2023-07-31,28,0.0,258.0,562.0,129.0
Vermont Square,2023-08-31,60,46.0,281.0,561.0,173.0
Vermont Square,2023-09-30,54,78.0,286.0,572.0,238.0
Vermont Square,2023-10-31,40,1.0,283.0,558.0,218.0
Vermont Square,2023-11-30,42,-1.0,270.0,558.0,222.0
Vermont Square,2023-12-31,33,23.0,257.0,539.0,147.0
Vermont Square,2024-01-31,38,0.0,267.0,525.0,147.0
Vermont Square,2024-02-29,43,48.0,250.0,531.0,149.0
Vermont Square,2024-03-31,30,0.0,226.0,512.0,71.0
Vermont Square,2024-04-30,34,2.0,220.0,503.0,72.0
Vermont Square,2024-05-31,47,0.0,225.0,495.0,73.0
Vermont Square,2024-06-30,41,14.0,233.0,490.0,64.0
Vermont Square,2024-07-31,43,4.0,238.0,505.0,68.0
Vermont Square,2024-08-31,43,97.0,238.0,488.0,117.0
Vermont Square,2024-09-30,49,-1.0,257.0,483.0,116.0
Vermont Square,2024-10-31,49,8.0,272.0,492.0,122.0
Vermont Square,2024-11-30,38,40.0,263.0,488.0,162.0
Vermont Square,2024-12-31,32,1.0,254.0,487.0,149.0
Vermont Square,2025-01-31,39,-2.0,250.0,488.0,143.0
Vermont Square,2025-02-28,27,4.0,234.0,472.0,50.0
Vermont Square,2025-03-31,32,21.0,217.0,474.0,72.0
Vermont Square,2025-04-30,36,25.0,204.0,476.0,89.0
Vermont Square,2025-05-31,40,6.0,206.0,469.0,55.0
Vermont Square,2025-06-30,38,6.0,212.0,466.0,60.0
Vermont Square,2025-07-31,41,5.0,214.0,464.0,67.0
Vermont Square,2025-08-31,36,5.0,223.0,457.0,68.0
Vermont Square,2025-09-30,25,0.0,216.0,433.0,47.0
Vermont Square,2025-10-31,53,8.0,233.0,437.0,30.0
Vermont Square,2025-11-30,31,1.0,224.0,430.0,25.0
Vermont Square,2025-12-31,44,4.0,230.0,442.0,23.0
West Adams,2020-01-31,118,10.0,118.0,118.0,10.0
West Adams,2020-02-29,126,-1.0,244.0,244.0,9.0
West Adams,2020-03-31,81,5.0,325.0,325.0,14.0
West Adams,2020-04-30,58,13.0,383.0,383.0,27.0
West Adams,2020-05-31,83,4.0,466.0,466.0,31.0
West Adams,2020-06-30,82,4.0,548.0,548.0,35.0
West Adams,2020-07-31,104,13.0,534.0,652.0,38.0
West Adams,2020-08-31,84,3.0,492.0,736.0,42.0
West Adams,2020-09-30,92,113.0,503.0,828.0,150.0
West Adams,2020-10-31,107,24.0,552.0,935.0,161.0
West Adams,2020-11-30,93,8.0,562.0,1028.0,165.0
West Adams,2020-12-31,80,92.0,560.0,1108.0,253.0
West Adams,2021-01-31,87,36.0,543.0,1077.0,276.0
West Adams,2021-02-28,96,46.0,555.0,1047.0,319.0
West Adams,2021-03-31,106,1.0,569.0,1072.0,207.0
West Adams,2021-04-30,104,2.0,566.0,1118.0,185.0
West Adams,2021-05-31,101,4.0,574.0,1136.0,181.0
West Adams,2021-06-30,102,75.0,596.0,1156.0,164.0
West Adams,2021-07-31,81,7.0,590.0,1133.0,135.0
West Adams,2021-08-31,107,-8.0,601.0,1156.0,81.0
West Adams,2021-09-30,111,18.0,606.0,1175.0,98.0
West Adams,2021-10-31,113,51.0,615.0,1181.0,147.0
West Adams,2021-11-30,93,21.0,607.0,1181.0,164.0
West Adams,2021-12-31,97,2.0,602.0,1198.0,91.0
West Adams,2022-01-31,80,30.0,601.0,1191.0,114.0
West Adams,2022-02-28,83,1.0,577.0,1178.0,123.0
West Adams,2022-03-31,113,7.0,579.0,1185.0,112.0
West Adams,2022-04-30,106,4.0,572.0,1187.0,65.0
West Adams,2022-05-31,118,83.0,597.0,1204.0,127.0
West Adams,2022-06-30,125,14.0,625.0,1227.0,139.0
West Adams,2022-07-31,131,11.0,676.0,1277.0,120.0
West Adams,2022-08-31,151,43.0,744.0,1321.0,162.0
West Adams,2022-09-30,112,6.0,743.0,1322.0,161.0
West Adams,2022-10-31,111,1.0,748.0,1320.0,158.0
West Adams,2022-11-30,141,12.0,771.0,1368.0,87.0
West Adams,2022-12-31,128,27.0,774.0,1399.0,100.0
West Adams,2023-01-31,112,7.0,755.0,1431.0,96.0
West Adams,2023-02-28,92,73.0,696.0,1440.0,126.0
West Adams,2023-03-31,121,37.0,705.0,1448.0,157.0
West Adams,2023-04-30,94,208.0,688.0,1436.0,364.0
West Adams,2023-05-31,78,9.0,625.0,1396.0,361.0
West Adams,2023-06-30,105,3.0,602.0,1376.0,337.0
West Adams,2023-07-31,98,3.0,588.0,1343.0,333.0
West Adams,2023-08-31,115,4.0,611.0,1307.0,264.0
West Adams,2023-09-30,116,38.0,606.0,1311.0,265.0
West Adams,2023-10-31,104,0.0,616.0,1304.0,57.0
West Adams,2023-11-30,88,169.0,626.0,1251.0,217.0
West Adams,2023-12-31,91,5.0,612.0,1214.0,219.0
West Adams,2024-01-31,85,6.0,599.0,1187.0,222.0
West Adams,2024-02-29,81,-1.0,565.0,1176.0,217.0
West Adams,2024-03-31,113,307.0,562.0,1168.0,486.0
West Adams,2024-04-30,97,9.0,555.0,1171.0,495.0
West Adams,2024-05-31,106,44.0,573.0,1199.0,370.0
West Adams,2024-06-30,89,13.0,571.0,1183.0,378.0
West Adams,2024-07-31,111,0.0,597.0,1196.0,372.0
West Adams,2024-08-31,117,1.0,633.0,1198.0,374.0
West Adams,2024-09-30,105,8.0,625.0,1187.0,75.0
West Adams,2024-10-31,125,5.0,653.0,1208.0,71.0
West Adams,2024-11-30,98,6.0,645.0,1218.0,33.0
West Adams,2024-12-31,94,17.0,650.0,1221.0,37.0
West Adams,2025-01-31,100,14.0,639.0,1236.0,51.0
West Adams,2025-02-28,84,24.0,606.0,1239.0,74.0
West Adams,2025-03-31,99,-3.0,600.0,1225.0,63.0
West Adams,2025-04-30,100,4.0,575.0,1228.0,62.0
West Adams,2025-05-31,101,17.0,578.0,1223.0,73.0
West Adams,2025-06-30,81,4.0,565.0,1215.0,60.0
West Adams,2025-07-31,100,-4.0,565.0,1204.0,42.0
West Adams,2025-08-31,106,59.0,587.0,1193.0,77.0
West Adams,2025-09-30,93,54.0,581.0,1181.0,134.0
West Adams,2025-10-31,82,171.0,563.0,1138.0,301.0
West Adams,2025-11-30,95,128.0,557.0,1135.0,412.0
West Adams,2025-12-31,95,3.0,571.0,1136.0,411.0
West Hollywood,2020-01-31,76,2.0,76.0,76.0,2.0
West Hollywood,2020-02-29,80,-4.0,156.0,156.0,-2.0
West Hollywood,2020-03-31,73,3.0,229.0,229.0,1.0
West Hollywood,2020-04-30,54,-3.0,283.0,283.0,-2.0
West Hollywood,2020-05-31,53,-1.0,336.0,336.0,-3.0
West Hollywood,2020-06-30,68,-3.0,404.0,404.0,-6.0
West Hollywood,2020-07-31,55,0.0,383.0,459.0,-8.0
West Hollywood,2020-08-31,58,5.0,361.0,517.0,1.0
West Hollywood,2020-09-30,63,0.0,351.0,580.0,-2.0
West Hollywood,2020-10-31,65,0.0,362.0,645.0,1.0
West Hollywood,2020-11-30,70,4.0,379.0,715.0,6.0
West Hollywood,2020-12-31,48,-2.0,359.0,763.0,7.0
West Hollywood,2021-01-31,55,1.0,359.0,742.0,8.0
West Hollywood,2021-02-28,52,13.0,353.0,714.0,16.0
West Hollywood,2021-03-31,62,-3.0,352.0,703.0,13.0
West Hollywood,2021-04-30,79,198.0,366.0,728.0,211.0
West Hollywood,2021-05-31,52,2.0,348.0,727.0,209.0
West Hollywood,2021-06-30,64,41.0,364.0,723.0,252.0
West Hollywood,2021-07-31,69,-3.0,378.0,737.0,248.0
West Hollywood,2021-08-31,45,1.0,371.0,724.0,236.0
West Hollywood,2021-09-30,76,-5.0,385.0,737.0,234.0
West Hollywood,2021-10-31,53,2.0,359.0,725.0,38.0
West Hollywood,2021-11-30,71,-6.0,378.0,726.0,30.0
West Hollywood,2021-12-31,70,10.0,384.0,748.0,-1.0
West Hollywood,2022-01-31,51,0.0,366.0,744.0,2.0
West Hollywood,2022-02-28,64,-1.0,385.0,756.0,0.0
West Hollywood,2022-03-31,75,2.0,384.0,769.0,7.0
West Hollywood,2022-04-30,76,66.0,407.0,766.0,71.0
West Hollywood,2022-05-31,67,3.0,403.0,781.0,80.0
West Hollywood,2022-06-30,79,21.0,412.0,796.0,91.0
West Hollywood,2022-07-31,53,-4.0,414.0,780.0,87.0
West Hollywood,2022-08-31,89,1.0,439.0,824.0,89.0
West Hollywood,2022-09-30,69,-1.0,433.0,817.0,86.0
West Hollywood,2022-10-31,68,-1.0,425.0,832.0,19.0
West Hollywood,2022-11-30,47,2.0,405.0,808.0,18.0
West Hollywood,2022-12-31,54,1.0,380.0,792.0,-2.0
West Hollywood,2023-01-31,62,1.0,389.0,803.0,3.0
West Hollywood,2023-02-28,57,1.0,357.0,796.0,3.0
West Hollywood,2023-03-31,91,-18.0,379.0,812.0,-14.0
West Hollywood,2023-04-30,71,2.0,382.0,807.0,-11.0
West Hollywood,2023-05-31,87,4.0,422.0,827.0,-9.0
West Hollywood,2023-06-30,95,2.0,463.0,843.0,-8.0
West Hollywood,2023-07-31,65,19.0,466.0,855.0,10.0
West Hollywood,2023-08-31,78,5.0,487.0,844.0,14.0
West Hollywood,2023-09-30,75,3.0,471.0,850.0,35.0
West Hollywood,2023-10-31,98,-3.0,498.0,880.0,30.0
West Hollywood,2023-11-30,58,1.0,469.0,891.0,27.0
West Hollywood,2023-12-31,53,0.0,427.0,890.0,25.0
West Hollywood,2024-01-31,64,1.0,426.0,892.0,7.0
West Hollywood,2024-02-29,67,0.0,415.0,902.0,2.0
West Hollywood,2024-03-31,70,67.0,410.0,881.0,66.0
West Hollywood,2024-04-30,85,48.0,397.0,895.0,117.0
West Hollywood,2024-05-31,86,-3.0,425.0,894.0,113.0
West Hollywood,2024-06-30,62,0.0,434.0,861.0,113.0
West Hollywood,2024-07-31,63,1.0,433.0,859.0,113.0
West Hollywood,2024-08-31,94,1.0,460.0,875.0,114.0
West Hollywood,2024-09-30,84,-11.0,474.0,884.0,36.0
West Hollywood,2024-10-31,91,5.0,480.0,877.0,-7.0
West Hollywood,2024-11-30,68,7.0,462.0,887.0,3.0
West Hollywood,2024-12-31,59,1.0,459.0,893.0,4.0
West Hollywood,2025-01-31,57,1.0,453.0,886.0,4.0
West Hollywood,2025-02-28,72,1.0,431.0,891.0,4.0
West Hollywood,2025-03-31,67,5.0,414.0,888.0,20.0
West Hollywood,2025-04-30,77,3.0,400.0,880.0,18.0
West Hollywood,2025-05-31,71,0.0,403.0,865.0,11.0
West Hollywood,2025-06-30,63,0.0,407.0,866.0,10.0
West Hollywood,2025-07-31,78,-2.0,428.0,881.0,7.0
West Hollywood,2025-08-31,75,4.0,431.0,862.0,10.0
West Hollywood,2025-09-30,83,27.0,447.0,861.0,32.0
West Hollywood,2025-10-31,62,-2.0,432.0,832.0,27.0
West Hollywood,2025-11-30,37,0.0,398.0,801.0,27.0
West Hollywood,2025-12-31,64,1.0,399.0,806.0,28.0
Westwood,2020-01-31,30,0.0,30.0,30.0,0.0
Westwood,2020-02-29,43,0.0,73.0,73.0,0.0
Westwood,2020-03-31,20,-1.0,93.0,93.0,-1.0
Westwood,2020-04-30,14,-1.0,107.0,107.0,-2.0
Westwood,2020-05-31,21,-2.0,128.0,128.0,-4.0
Westwood,2020-06-30,26,1.0,154.0,154.0,-3.0
Westwood,2020-07-31,29,2.0,153.0,183.0,-1.0
Westwood,2020-08-31,33,0.0,143.0,216.0,-1.0
Westwood,2020-09-30,30,1.0,153.0,246.0,1.0
Westwood,2020-10-31,28,0.0,167.0,274.0,2.0
Westwood,2020-11-30,21,0.0,167.0,295.0,4.0
Westwood,2020-12-31,20,0.0,161.0,315.0,3.0
Westwood,2021-01-31,15,0.0,147.0,300.0,1.0
Westwood,2021-02-28,24,1.0,138.0,281.0,2.0
Westwood,2021-03-31,20,0.0,128.0,281.0,1.0
Westwood,2021-04-30,23,-1.0,123.0,290.0,0.0
Westwood,2021-05-31,40,2.0,142.0,309.0,2.0
Westwood,2021-06-30,25,-1.0,147.0,308.0,1.0
Westwood,2021-07-31,26,-4.0,158.0,305.0,-3.0
Westwood,2021-08-31,27,0.0,161.0,299.0,-4.0
Westwood,2021-09-30,29,-1.0,170.0,298.0,-5.0
Westwood,2021-10-31,23,1.0,170.0,293.0,-3.0
Westwood,2021-11-30,40,4.0,170.0,312.0,-1.0
Westwood,2021-12-31,17,1.0,162.0,309.0,1.0
Westwood,2022-01-31,34,0.0,170.0,328.0,5.0
Westwood,2022-02-28,36,-2.0,179.0,340.0,3.0
Westwood,2022-03-31,32,0.0,182.0,352.0,4.0
Westwood,2022-04-30,24,-1.0,183.0,353.0,2.0
Westwood,2022-05-31,26,2.0,169.0,339.0,0.0
Westwood,2022-06-30,35,0.0,187.0,349.0,-1.0
Westwood,2022-07-31,38,0.0,191.0,361.0,-1.0
Westwood,2022-08-31,32,25.0,187.0,366.0,26.0
Westwood,2022-09-30,41,3.0,196.0,378.0,29.0
Westwood,2022-10-31,33,7.0,205.0,388.0,37.0
Westwood,2022-11-30,26,0.0,205.0,374.0,35.0
Westwood,2022-12-31,29,0.0,199.0,386.0,35.0
Westwood,2023-01-31,25,1.0,186.0,377.0,36.0
Westwood,2023-02-28,32,0.0,186.0,373.0,11.0
Westwood,2023-03-31,46,-9.0,191.0,387.0,-1.0
Westwood,2023-04-30,49,-3.0,207.0,412.0,-11.0
Westwood,2023-05-31,42,43.0,223.0,428.0,32.0
Westwood,2023-06-30,45,0.0,239.0,438.0,32.0
Westwood,2023-07-31,37,18.0,251.0,437.0,49.0
Westwood,2023-08-31,53,0.0,272.0,458.0,49.0
Westwood,2023-09-30,48,0.0,274.0,465.0,58.0
Westwood,2023-10-31,38,0.0,263.0,470.0,61.0
Westwood,2023-11-30,29,0.0,250.0,473.0,18.0
Westwood,2023-12-31,18,1.0,223.0,462.0,19.0
Westwood,2024-01-31,35,-4.0,221.0,472.0,-3.0
Westwood,2024-02-29,30,-1.0,198.0,470.0,-4.0
Westwood,2024-03-31,29,-4.0,179.0,453.0,-8.0
Westwood,2024-04-30,30,0.0,171.0,434.0,-8.0
Westwood,2024-05-31,32,-1.0,174.0,424.0,-9.0
Westwood,2024-06-30,30,-6.0,186.0,409.0,-16.0
Westwood,2024-07-31,41,0.0,192.0,413.0,-12.0
Westwood,2024-08-31,43,0.0,205.0,403.0,-11.0
Westwood,2024-09-30,41,61.0,217.0,396.0,54.0
Westwood,2024-10-31,44,-1.0,231.0,402.0,53.0
Westwood,2024-11-30,28,0.0,227.0,401.0,54.0
Westwood,2024-12-31,29,3.0,226.0,412.0,63.0
Westwood,2025-01-31,37,3.0,222.0,414.0,66.0
Westwood,2025-02-28,36,-23.0,215.0,420.0,43.0
Westwood,2025-03-31,51,-1.0,225.0,442.0,-19.0
Westwood,2025-04-30,38,2.0,219.0,450.0,-16.0
Westwood,2025-05-31,20,0.0,211.0,438.0,-16.0
Westwood,2025-06-30,37,-4.0,219.0,445.0,-23.0
Westwood,2025-07-31,29,-1.0,211.0,433.0,-27.0
Westwood,2025-08-31,41,10.0,216.0,431.0,6.0
