Neighborhood,Date,Rent,predicted_rent_xgb,predicted_rent_prophet,predicted_lstm,predicted_ensemble,residual,kalman_estimate,upper_bound,lower_bound,smoothed_std,anomaly_score,is_anomaly
Brentwood,2023-11-30,3725.922227663339,3396.0186,3828.811612056261,3586.645588928893,3609.700337134189,116.22189052915064,3733.474833164669,3798.138530059448,3668.8111362698896,32.33184844738962,0.23359646483817165,False
Brentwood,2023-12-31,3753.154322557541,3368.1753,3852.163815096313,3587.5213175852564,3609.4194931480574,143.7348294094836,3724.639115156886,3789.302812051665,3659.975418262107,32.33184844738962,0.8819541338082008,False
Brentwood,2024-01-31,3763.096237571722,3651.0156,3865.9736738215634,3815.6349475713896,3783.0589263021498,-19.962688730427544,3793.972488388766,3858.6361852835453,3729.308791493987,32.33184844738962,0.9549794487542508,False
Brentwood,2024-02-29,3802.016837592126,3645.0005,3902.176197941903,3801.794434213352,3788.098994034775,13.917843557351262,3798.3858273839555,3863.0495242787347,3733.7221304891764,32.33184844738962,0.1123044422577942,False
Brentwood,2024-03-31,3777.414573834712,3655.9421,3898.403806720441,3794.408732615319,3787.386782776207,-9.972208941494957,3784.8543219065104,3849.5180188012896,3720.1906250117313,32.33184844738962,0.23010586857115128,False
Brentwood,2024-04-30,3796.015758311913,3671.646,3889.031135559273,3787.0760138658766,3786.266845234833,9.748913077080488,3795.897012622467,3860.5607095172463,3731.233315727688,32.33184844738962,0.003672715762055949,False
Brentwood,2024-05-31,3826.5048799675337,3676.5295,3909.6686366597146,3785.338308734198,3793.904462665883,32.60041730165085,3815.298522281145,3879.962219175924,3750.6348253863657,32.33184844738962,0.34660429950851085,False
Brentwood,2024-06-30,3798.287684922525,3694.7373,3947.4170897302706,3780.987348112203,3810.213123293426,-11.925438370901247,3805.7412580698992,3870.4049549646784,3741.07756117512,32.33184844738962,0.23053346786520476,False
Brentwood,2024-07-31,3804.846164930029,3668.9905,3982.480019420368,3775.6064157976,3812.1117810608225,-7.26561613079366,3806.8023366819143,3871.4660335766935,3742.138639787135,32.33184844738962,0.0605029358115266,False
Brentwood,2024-08-31,3822.103258745948,3679.4963,4013.135653554256,3768.777892006064,3822.8554596409026,-0.7522008949545125,3823.277063240776,3887.940760135555,3758.613366345997,32.33184844738962,0.036304899064922215,False
Brentwood,2024-09-30,3859.965703085895,3738.411,4033.7010052708183,3766.917683417209,3846.577088069601,13.388615016293896,3856.6712565664393,3921.3349534612184,3792.00755967166,32.33184844738962,0.10189477795546643,False
